EC_Tower,Date,NDVI,DFI,NDTI,SATVI,NDII7,SAVI,RDVI,MTVI1,NCI,NDCI,PSRI,NDWI,EVI,TCBI,TCGI,TCWI,BAI_126,BAI_136,BAI_146,BAI_236,BAI_246,BAI_346,BLUE,GREEN,RED,NIR1,SWIR1,SWIR2,source_file,NDVI_smooth,DFI_smooth,NDTI_smooth,SATVI_smooth,NDII7_smooth,SAVI_smooth,RDVI_smooth,MTVI1_smooth,NCI_smooth,NDCI_smooth,PSRI_smooth,NDWI_smooth,EVI_smooth,TCBI_smooth,TCGI_smooth,TCWI_smooth,BAI_126_smooth,BAI_136_smooth,BAI_146_smooth,BAI_236_smooth,BAI_246_smooth,BAI_346_smooth,BLUE_smooth,GREEN_smooth,RED_smooth,NIR1_smooth,SWIR1_smooth,SWIR2_smooth
NEON,6/25/2023,0.631782253,8.205088554,0.223584656,0.233489699,0.350384015,0.411057422,39.10298212,0.357817043,0.51195484,0.541736774,-0.018739131,0.138294007,0.439519219,0.368329487,0.16241594,-0.164220277,144.69611,169.4546907,103.3796266,196.1766034,100.5268396,92.34689658,477.6521739,763.4347826,704.3043478,3125.086957,2365.086957,1503.478261,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.606360987,8.8898604,0.221896846,0.234906117,0.321240636,0.393540886,37.4533821,0.341182203,0.510465823,0.532997581,-0.016811406,0.107045679,0.416491989,0.373852642,0.153157001,-0.173950311,142.9679567,167.2825787,105.3029673,194.956613,102.6827795,94.22511367,492.0331002,799.7861227,749.5853388,3064.522011,2466.457342,1569.772864
NEON,6/26/2023,0.620635846,8.379539783,0.219222652,0.231581336,0.340613291,0.407556988,38.72826247,0.356328522,0.507291606,0.533154669,-0.016665716,0.131859843,0.436870347,0.376368932,0.161285138,-0.168833686,144.3873396,168.7702993,103.4841202,195.42358,100.6771034,92.54779386,500.1304348,790.9565217,737.9565217,3155.043478,2420.26087,1552.695652,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.606989101,8.890562879,0.222391895,0.234352176,0.324024636,0.394632089,37.548916,0.342412941,0.509644247,0.531910437,-0.016571954,0.109474635,0.417486331,0.374461541,0.153980942,-0.17330346,142.7586244,167.0725466,105.0211106,194.8091594,102.4105896,93.98695153,491.4026306,800.8974678,751.3950881,3075.635154,2463.910875,1566.17518
NEON,6/27/2023,0.60562696,8.738093662,0.217286074,0.238547798,0.314099717,0.399421307,37.93799105,0.351735652,0.507748498,0.535794282,-0.019116803,0.104291543,0.428586985,0.386940187,0.156227492,-0.181713452,142.8716286,168.3668455,104.6717492,197.027479,102.0808989,93.77629709,524.2608696,835.2608696,774.7391304,3151.782609,2556.26087,1645.73913,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.605761761,8.929282709,0.222480243,0.233349459,0.32536887,0.39471977,37.54654624,0.342606942,0.508471347,0.529761838,-0.015644466,0.110813825,0.417396856,0.37577526,0.15435243,-0.17317548,142.5512731,166.733663,104.830681,194.3868738,102.2371423,93.86535484,493.215413,804.7070132,757.8939313,3086.394632,2467.135473,1567.948885
NEON,6/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.60413024,8.983850369,0.222656644,0.232484218,0.326082659,0.394406701,37.5077285,0.342338794,0.507551047,0.527740042,-0.014640562,0.111387865,0.416807478,0.376998617,0.154487161,-0.17324189,142.357222,166.384311,104.7076061,193.9282744,102.1334933,93.80819173,494.9912453,808.4189717,764.5443101,3094.366166,2471.904603,1570.499169
NEON,6/29/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602082306,9.053421057,0.222885641,0.231740207,0.326134918,0.393680695,37.43136159,0.341589706,0.506885412,0.525827377,-0.013542906,0.11119929,0.415705733,0.378117123,0.154379794,-0.173494204,142.180236,166.0246287,104.6536506,193.4281771,102.1009955,93.81725436,496.7117404,811.9797472,771.3322566,3099.448209,2478.060517,1573.810598
NEON,6/30/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599611097,9.13715794,0.223134708,0.231102676,0.325501077,0.392532749,37.31665073,0.340344217,0.506476965,0.524008536,-0.012336327,0.110254221,0.414082565,0.379114785,0.154026617,-0.173921947,142.0239363,165.6549674,104.6700987,192.8820257,102.1404945,93.89376272,498.3529952,815.3303026,778.2331014,3101.54597,2485.431204,1577.845319
NEON,7/1/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.596715114,9.234232155,0.223374255,0.230558378,0.324163088,0.390957037,37.16310755,0.338590202,0.506328679,0.522270584,-0.011007815,0.108562362,0.411932326,0.379974105,0.153425551,-0.174512656,141.8917991,165.2758913,104.757754,192.2858925,102.2523285,94.03836458,499.8855902,818.4061592,785.2114736,3100.571409,2493.830388,1582.543062
NEON,7/2/2023,0.575503092,9.47180406,0.213973113,0.232726305,0.290137139,0.379496067,36.04581959,0.328019478,0.510436687,0.518832703,-0.005795667,0.081545647,0.399558372,0.390853899,0.14722229,-0.188601726,142.0989513,164.4754428,106.4573497,190.7352779,104.047134,95.88355501,527.8695652,851.3478261,833.0869565,3091.217391,2624.869565,1701.391304,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.593398229,9.343822811,0.223577624,0.230095562,0.322109421,0.388950912,36.97055011,0.33631887,0.506443984,0.520602952,-0.009546527,0.106137003,0.409252778,0.380676082,0.152576144,-0.175251877,141.7871566,164.8881778,104.9169397,191.636478,102.4363289,94.25113551,501.2745896,821.137397,792.2213005,3096.443237,2503.057531,1587.821138
NEON,7/3/2023,0.564095876,9.579216425,0.208458525,0.223156032,0.284321886,0.367673804,34.96876278,0.309862435,0.513288353,0.506869774,0.005224739,0.081090358,0.380765391,0.381486573,0.141796625,-0.18400238,142.7580795,162.4134468,107.720604,185.4392353,105.301609,97.29355036,504.9130435,821.3043478,836.4782609,3004.73913,2552.913043,1674.304348,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.589649766,9.445381607,0.22333993,0.229432506,0.319215485,0.386432281,36.73216186,0.333415199,0.506653112,0.518756275,-0.007917554,0.10326247,0.405933201,0.380981776,0.15143129,-0.175944025,141.7215167,164.4963492,105.1660489,190.9254262,102.7106796,94.54896955,502.1280094,823.0045492,798.7641731,3087.887094,2510.068279,1593.091964
NEON,7/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.585488479,9.542215129,0.222719793,0.228617013,0.3155077,0.38342207,36.44981972,0.329899892,0.506996575,0.516774962,-0.006119842,0.099903503,0.402001485,0.380914685,0.150003857,-0.176607992,141.6961891,164.1008733,105.5005788,190.1518783,103.0702685,94.92717481,502.4731172,824.0193347,804.864623,3075.08516,2515.223055,1598.32853
NEON,7/5/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.580938319,9.637470109,0.221775528,0.227696076,0.311017991,0.379943686,36.12564806,0.325796054,0.507513866,0.514703741,-0.004154278,0.096030699,0.397487979,0.380494942,0.148307937,-0.177259159,141.7124102,163.7024611,105.9157039,189.3155558,103.5096363,95.38063506,502.3286754,824.1842552,810.5327247,3058.216167,2518.84396,1603.477308
NEON,7/6/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574172434,9.73804087,0.219603507,0.226499443,0.303535915,0.37545679,35.69984285,0.320806384,0.507768025,0.51183428,-0.001568684,0.090331047,0.392092361,0.38154839,0.146066209,-0.179295222,141.7833142,163.2503693,106.4769547,188.3073171,104.1015417,96.00643285,506.585899,828.9371164,822.5477878,3043.448127,2535.391727,1622.409905
NEON,7/7/2023,0.605581046,9.461737142,0.239092183,0.238926566,0.346634293,0.407938678,38.66373206,0.362076522,0.506834279,0.525845332,-0.01281511,0.117541647,0.426611908,0.394709357,0.165561906,-0.177206224,137.9247228,162.6753951,101.4320204,193.5403827,99.22409126,91.3253353,483.9130435,846.173913,804.0869565,3272.913043,2584.434783,1588.608696,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.56628947,9.856482303,0.217065739,0.225207529,0.294729779,0.370344923,35.21316051,0.315178412,0.507984548,0.508626017,0.001408607,0.083644104,0.386058675,0.383054527,0.143505186,-0.181842412,141.8791497,162.754739,107.1213616,187.1824095,104.7800219,96.73089299,512.3611875,835.216884,837.1282249,3027.937819,2556.85255,1645.928054
NEON,7/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558273334,9.992410411,0.214799937,0.224054658,0.285960044,0.365181707,34.72083208,0.309376054,0.508623791,0.505461849,0.004728435,0.076703861,0.37977903,0.384612967,0.140964653,-0.184502117,141.9273444,162.1671034,107.7439247,185.9322039,105.4411723,97.45074731,517.1431597,841.0677005,852.1630757,3012.627886,2579.986407,1669.513972
NEON,7/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.550227403,10.14377031,0.212827298,0.22301176,0.277388535,0.360016659,34.22784807,0.303472969,0.509576383,0.502337618,0.008298609,0.069659279,0.373327495,0.386159051,0.138465752,-0.187182618,141.924845,161.5009468,108.3398802,184.5892242,106.0801218,98.15816758,520.9193599,846.4521141,867.3609884,2997.463441,2603.899827,1692.4864
NEON,7/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.542259118,10.30854125,0.211172201,0.222050765,0.269184557,0.354902943,33.73953107,0.297546054,0.510734597,0.499249983,0.01202779,0.062663854,0.366781001,0.387628552,0.136032014,-0.189791007,141.8680505,160.7692218,108.9036591,183.185623,106.6912074,98.84462843,523.6680119,851.3283784,882.4285164,2982.412374,2627.697359,1714.149797
NEON,7/11/2023,0.560989028,9.72049975,0.209514611,0.214434897,0.292908566,0.36033527,34.3310749,0.300456522,0.503288924,0.497116163,0.004897661,0.08920249,0.371301259,0.369785847,0.137722342,-0.173897263,142.4571469,162.1147139,108.5135298,185.0905467,106.1289458,97.95063255,493.2173913,806.826087,820.6086957,2922.043478,2441.956522,1597.478261,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.534488083,10.4935177,0.210035167,0.220906789,0.261948582,0.349674748,33.24382787,0.291523901,0.511451162,0.496006997,0.01549818,0.056133094,0.360071647,0.388452342,0.133549608,-0.191776683,141.7623293,160.0432256,109.4741108,181.859553,107.3145459,99.52981761,525.4539502,855.3335106,895.8247397,2964.161771,2645.671265,1730.086579
NEON,7/12/2023,0.518672172,10.3683782,0.195878261,0.209803997,0.245469088,0.336981995,32.0616614,0.278682261,0.498016515,0.47965673,0.01514911,0.052297803,0.347857881,0.386997804,0.125983673,-0.190857037,142.7125541,160.336013,111.2533371,181.2146634,109.034671,100.952821,555.4347826,874.8695652,918.3043478,2900.652174,2610.913043,1756.608696,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.52702817,10.69491777,0.209410902,0.219603292,0.25577661,0.344438918,32.75041435,0.285521454,0.5117344,0.492646424,0.018688331,0.050175926,0.353312863,0.388672335,0.131075956,-0.193139466,141.6010022,159.3225816,110.0346341,180.6202641,107.9331883,100.1977925,526.2167707,858.4832056,907.5114773,2943.413313,2657.924283,1740.345098
NEON,7/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519794131,10.89233936,0.208836668,0.218263385,0.250032809,0.339416913,32.2761136,0.27978487,0.511774632,0.489225006,0.021745144,0.044623428,0.346756524,0.388897571,0.1287227,-0.194354598,141.3829935,158.5863926,110.5522019,179.4322086,108.5127061,100.8256563,526.6810783,861.8288753,918.9959393,2923.877409,2669.166365,1749.576067
NEON,7/14/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512491261,11.092146,0.208353509,0.217314944,0.243277479,0.333871457,31.75769018,0.27323861,0.512783337,0.486604578,0.024925197,0.037891986,0.339800726,0.388583949,0.125965305,-0.19578562,141.4002625,157.999943,111.2122178,178.1911993,109.2138593,101.5670107,527.4949962,863.1619102,928.9119512,2897.631511,2680.720256,1758.798594
NEON,7/15/2023,0.497283162,11.51104041,0.206974503,0.216492291,0.220191517,0.31365782,29.95537666,0.248309739,0.518589077,0.486824553,0.027451689,0.013930642,0.315358047,0.3742931,0.113647137,-0.195750376,142.81039,158.2127332,114.6272794,176.547979,112.6265896,104.6004072,517.6086957,837.6956522,912,2716.869565,2642.173913,1736.478261,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.505303391,11.28290667,0.207754515,0.216406351,0.236421714,0.328404139,31.24643358,0.266778338,0.513825781,0.484110593,0.028050663,0.031190385,0.332981794,0.388273865,0.123226452,-0.197252023,141.4399735,157.4449179,111.8750919,176.9812526,109.9157656,102.3084497,528.4282185,864.410278,938.566537,2871.529828,2692.299051,1768.455553
NEON,7/16/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.498862581,11.47154725,0.207577543,0.215559624,0.230473232,0.323139771,30.75870573,0.260480164,0.514953524,0.482000881,0.030898605,0.024999981,0.326388808,0.38731029,0.120569537,-0.198229116,141.5029244,156.9558544,112.53024,175.8675837,110.6056103,103.0266248,528.0839458,863.8681165,945.6146293,2843.063379,2698.703476,1773.268823
NEON,7/17/2023,0.456237288,11.90582946,0.189728091,0.21416789,0.167049083,0.294592186,28.04873825,0.228727304,0.523691408,0.474628443,0.045867033,-0.023367146,0.294378451,0.399129699,0.104829019,-0.220423414,143.1385035,155.4301705,116.834948,170.3199375,115.0331065,107.6189774,569.2608696,901.4347826,1027.26087,2751.956522,2882.695652,1963.826087,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.493157798,11.65506891,0.207751485,0.214772886,0.225377866,0.318122809,30.29798452,0.254405112,0.516145537,0.480258459,0.033475815,0.019343911,0.320086394,0.385785308,0.118019196,-0.198766586,141.5889387,156.5330667,113.1712871,174.8514309,111.2769516,103.7166952,526.632168,861.7394231,950.2765884,2812.894015,2700.45627,1773.830208
NEON,7/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.487750429,11.82927238,0.207909215,0.214081805,0.22035673,0.313275168,29.85368308,0.248526422,0.517408019,0.478784919,0.035924039,0.013809425,0.314055009,0.384173644,0.115532258,-0.19926643,141.711222,156.1675412,113.8117156,173.9004579,111.9438158,104.4003204,525.1751127,859.2207226,954.1216419,2782.808904,2701.517491,1774.024046
NEON,7/19/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.482728304,11.99139442,0.208046829,0.213476618,0.215521898,0.308671644,29.43269544,0.242928079,0.518714185,0.477582664,0.038219515,0.008520708,0.308381544,0.382482141,0.113150283,-0.199698749,141.8665479,155.8617605,114.4402949,173.0236473,112.5947599,105.0663518,523.671797,856.291774,957.0644744,2753.235451,2701.636602,1773.699419
NEON,7/20/2023,0.42772328,13.70751346,0.206280225,0.195667695,0.197184603,0.282740668,26.84757766,0.217743652,0.495376954,0.435460888,0.056970266,-0.009414786,0.282107392,0.409404339,0.103197515,-0.208934482,140.5463813,151.0290831,115.2581915,164.2047329,113.6721523,106.7081111,618.0869565,966.6086957,1126.521739,2811.869565,2864.826087,1885.782609,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.478180016,12.13865511,0.208160395,0.212947851,0.210986134,0.304388155,29.04201424,0.237695419,0.520037441,0.476654489,0.040338531,0.003602832,0.303154298,0.380718414,0.110915513,-0.20003386,142.0516866,155.6182291,115.0456404,172.2300333,113.2181837,105.7035127,522.081642,852.9329363,959.0201674,2724.610631,2700.566625,1772.707912
NEON,7/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.474645927,12.25450796,0.20824869,0.212381528,0.207438067,0.300728824,28.71127806,0.233172873,0.521104561,0.475987996,0.041991109,-0.000234164,0.298718067,0.378679986,0.108973664,-0.199955483,142.2474026,155.4687374,115.5865216,171.6085462,113.7717634,106.2597137,519.9851837,848.7646026,958.9066609,2697.483287,2695.104151,1768.887691
NEON,7/22/2023,0.496222727,12.28390878,0.223178668,0.223327461,0.223319187,0.306800925,29.38369318,0.238246957,0.530684474,0.49616455,0.030303646,0.000228038,0.303376108,0.362868215,0.110259228,-0.193231067,141.923788,157.1389106,115.5202665,175.4813429,113.7027843,105.6388572,477.6521739,804.1304348,883.2608696,2623.478261,2621.826087,1665.782609,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.471561301,12.35148753,0.208200086,0.211749776,0.20430196,0.297397702,28.41156759,0.229098795,0.521845029,0.475311754,0.043304809,-0.003510037,0.294772946,0.376611012,0.107183999,-0.19969152,142.4521924,155.3849608,116.0929892,171.1112689,114.2872393,106.767775,518.208036,844.7192035,958.0300204,2671.747259,2687.726793,1764.195577
NEON,7/23/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468342858,12.4384679,0.207883746,0.211336087,0.200377018,0.294027796,28.10771211,0.225154071,0.522519718,0.474889595,0.044350191,-0.007366985,0.290911047,0.374819536,0.105316039,-0.199773422,142.6405944,155.3540592,116.6318265,170.7544651,114.8384576,107.3025088,517.319535,841.8782888,957.5408493,2646.411896,2683.447983,1762.458528
NEON,7/24/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.465230103,12.51173041,0.207368911,0.210935944,0.196277804,0.290739567,27.8114918,0.221341737,0.523146373,0.474558804,0.045276357,-0.011192452,0.287201596,0.373062391,0.103465913,-0.199900593,142.8460761,155.3607337,117.1766705,170.455258,115.3942504,107.8388162,516.6860473,839.1639704,956.8298272,2621.396567,2679.183162,1761.47282
NEON,7/25/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.462222046,12.57315155,0.206689393,0.210560616,0.192038319,0.287541953,27.52362794,0.217667856,0.523739945,0.474316358,0.046096187,-0.014987579,0.283646587,0.371357002,0.101642451,-0.200078938,143.06585,155.3996261,117.7234435,170.2069586,115.9505409,108.3732494,516.2980618,836.5936762,955.9578455,2596.851364,2675.102616,1761.220723
NEON,7/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459653718,12.62447554,0.206081635,0.210742638,0.187198995,0.284426935,27.24643815,0.213961098,0.525348596,0.475037357,0.046988361,-0.01946836,0.280131995,0.369314676,0.099810416,-0.200493298,143.3739372,155.504309,118.3161422,169.9883913,116.5439057,108.9467942,514.5140691,831.9107535,952.9371741,2569.890085,2671.963056,1761.291333
NEON,7/27/2023,0.440884259,12.01320308,0.183181583,0.199304792,0.158008935,0.271598294,26.02673621,0.197456348,0.526041569,0.461532407,0.060992972,-0.025901808,0.264024861,0.367189012,0.093564654,-0.203024539,144.2243561,154.1402395,120.2351878,165.9825754,118.5311842,111.3722766,507.173913,821.7826087,974.5652174,2511.304348,2644.173913,1825.652174,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.457381343,12.68770173,0.205837571,0.210708838,0.183736601,0.281758791,27.00834401,0.210893307,0.526104117,0.475235601,0.047481202,-0.022925485,0.277225406,0.367641456,0.098250078,-0.200595114,143.608025,155.5988263,118.7937237,169.8427648,117.0222611,109.3946848,514.1291967,829.0769494,950.9973006,2547.614535,2668.143295,1759.458915
NEON,7/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.455055562,12.73824895,0.205334589,0.210658955,0.179983169,0.279150618,26.77469041,0.207945724,0.526770756,0.47540725,0.047922943,-0.026408658,0.274444379,0.366198512,0.09670596,-0.200857036,143.8552951,155.7116471,119.2723429,169.7243906,117.5003337,109.8427798,514.4210029,826.8900072,949.596067,2526.595162,2665.711251,1759.551459
NEON,7/29/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452506525,12.7771208,0.204457676,0.210331199,0.175950927,0.276352986,26.52325505,0.204682082,0.527443926,0.475273905,0.048598465,-0.029784074,0.271359542,0.364653706,0.095067925,-0.201078724,144.1376218,155.7946516,119.7776673,169.4954989,118.0026156,110.3201955,514.544876,824.2337314,948.4688993,2504.460348,2661.921831,1760.181821
NEON,7/30/2023,0.409923792,14.07347627,0.20211187,0.21546537,0.132290513,0.259782782,24.79429691,0.185321739,0.542813167,0.467914304,0.076452788,-0.071701619,0.253015971,0.39438243,0.088986381,-0.229076991,144.6676392,151.9432792,120.9748584,160.9235681,119.3041134,112.853702,564.4782609,882.3913043,1079.086957,2579.130435,2976.26087,1975.913043,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.450411048,12.80186201,0.203645107,0.210123007,0.172370072,0.274032094,26.3150384,0.202031277,0.528012368,0.47532396,0.04906852,-0.032716591,0.26886426,0.363354331,0.093689478,-0.201312286,144.3949366,155.9025833,120.219685,169.3622101,118.441099,110.7360112,514.8586425,822.0486022,947.200803,2485.77733,2658.883318,1761.164745
NEON,7/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448740087,12.83010355,0.203191123,0.210238428,0.169340001,0.272257927,26.15546476,0.200014876,0.528807115,0.475700142,0.049553325,-0.035404383,0.266964008,0.362468574,0.092646678,-0.20170463,144.5990646,155.9841165,120.5675193,169.2563286,118.7869807,111.073298,514.9668526,820.2822364,946.2836829,2471.777444,2658.909642,1762.860396
NEON,8/1/2023,0.463003849,13.83047784,0.232125804,0.221921917,0.203311188,0.283125526,27.16244728,0.205588174,0.55272603,0.486455102,0.061126256,-0.030207083,0.270285982,0.358624136,0.101350621,-0.19804635,142.0962246,152.348374,117.5434332,164.9021757,115.8912185,108.7743292,442.7826087,770.7391304,924.1304348,2518,2673.956522,1666.913043,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.44762165,12.85937859,0.203140122,0.210681108,0.167038506,0.271121578,26.05318884,0.198753534,0.529765585,0.476426817,0.049972416,-0.037703818,0.265769982,0.361975713,0.09198767,-0.202194524,144.7430421,156.0480422,120.8094805,169.2070055,119.0285834,111.3184671,514.8183475,818.9227896,945.4808951,2462.818382,2661.499854,1764.791191
NEON,8/2/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447184969,12.88725712,0.203538313,0.211456492,0.165644995,0.270716361,26.01705904,0.19837053,0.530826647,0.47752996,0.050245762,-0.03947123,0.265395658,0.361857526,0.091762032,-0.202722094,144.8195934,156.1029225,120.9334618,169.243404,119.1538286,111.4576058,514.3613658,817.9617521,944.5597796,2459.280765,2666.174314,1766.487068
NEON,8/3/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446863,12.91439469,0.203945804,0.212245571,0.164400206,0.270425796,25.99106759,0.198069346,0.531954185,0.478650585,0.050583475,-0.041087932,0.265137099,0.361789185,0.091602605,-0.203257076,144.8970234,156.1504249,121.0352795,169.2605832,119.2554359,111.578525,513.7891076,816.8735799,943.6880145,2456.551885,2671.064722,1768.251777
NEON,8/4/2023,0.460750303,13.30817231,0.21979057,0.207136415,0.198209288,0.269292647,26.03389882,0.199567826,0.514710869,0.478365976,0.034075024,-0.02253293,0.266489421,0.336020257,0.090183633,-0.1800151,144.7241772,158.7391228,121.7482466,174.7133761,120.0112715,111.5532885,492.3913043,781.2173913,860.3043478,2331.869565,2437.869565,1559.826087,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.446658261,12.93899942,0.204322069,0.21299697,0.163312652,0.270215784,25.97240394,0.197807695,0.533094329,0.479746287,0.050960036,-0.042507418,0.264960555,0.361700229,0.091484389,-0.203747539,144.9814857,156.1974194,121.1220548,169.2628947,119.3400053,111.6855611,513.0940819,815.5600675,942.7143069,2454.129282,2675.472944,1769.772212
NEON,8/5/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.446879998,12.96183658,0.204859039,0.213352996,0.163378032,0.270089491,25.96424721,0.197618575,0.533648868,0.480467154,0.051057386,-0.042918318,0.264896348,0.361011822,0.091407691,-0.203535521,145.0642251,156.2790844,121.1896871,169.3278675,119.4027857,111.7571907,511.8337586,813.279249,940.0652125,2449.767889,2672.766209,1766.014506
NEON,8/6/2023,0.458639515,12.30065291,0.198580599,0.215134397,0.162996464,0.276786186,26.61110253,0.206932696,0.530002389,0.487196045,0.040616153,-0.036749165,0.275048091,0.358893274,0.09323184,-0.202270031,145.7615537,158.5790204,121.1558945,173.2674969,119.2612308,111.2352481,518.2608696,812,911.2608696,2455.826087,2641.652174,1766.826087,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.447458773,12.98070987,0.205464223,0.213325029,0.164388254,0.269998976,25.96196279,0.197435581,0.533680897,0.480832423,0.050916373,-0.042441503,0.264889773,0.35976017,0.091338942,-0.202698776,145.1549825,156.3957841,121.2483852,169.4425653,119.4534794,111.8039963,510.0937395,810.0663695,935.9006344,2443.301511,2663.508058,1757.677485
NEON,8/7/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.447083257,13.00049081,0.205493206,0.213165414,0.16407322,0.26944944,25.91412552,0.196917349,0.533424222,0.48078722,0.050864648,-0.042778313,0.264512842,0.359054096,0.091019677,-0.202338517,145.2608298,156.5052747,121.3724767,169.5295957,119.5728676,111.9178155,510.3897211,808.9929219,934.1795082,2437.279903,2658.714284,1754.336021
NEON,8/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446683472,13.01647049,0.205451607,0.213069915,0.163492878,0.268839576,25.86106072,0.196344183,0.533236904,0.480870314,0.050758106,-0.043312649,0.264068365,0.358301404,0.090646632,-0.202041325,145.3738449,156.6305384,121.5193577,169.6415158,119.7160324,112.0519349,510.6338893,807.835093,932.2170681,2430.465482,2654.155268,1751.405375
NEON,8/9/2023,0.478364627,12.67347456,0.218809071,0.215791822,0.193848374,0.275315844,26.69239959,0.203421913,0.532109647,0.498214962,0.031249552,-0.026023738,0.272474968,0.328895287,0.091832764,-0.18153675,146.6339182,160.6465728,122.0699124,176.2040927,120.0601925,111.4905859,467.6956522,740.7391304,812.2173913,2302.304348,2423.608696,1553.826087,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.446250097,13.03110155,0.205383213,0.213052033,0.162664395,0.268151007,25.80115433,0.195683555,0.533155312,0.481092463,0.050617186,-0.044074416,0.263520561,0.357480341,0.090212196,-0.201802862,145.4920984,156.7659593,121.6898184,169.7688476,119.8839553,112.2076081,510.729779,806.5096667,929.9866045,2422.666863,2649.828477,1748.721378
NEON,8/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446044527,13.05155772,0.205572289,0.213231575,0.161998071,0.267525399,25.74823123,0.195042644,0.533336927,0.48160242,0.050415878,-0.04494502,0.262946124,0.356505996,0.089801757,-0.201546982,145.5789093,156.8882582,121.8512178,169.9066334,120.0464243,112.353206,509.9375202,804.568595,927.0137359,2414.125443,2645.425145,1745.017298
NEON,8/11/2023,0.45156036,12.31003475,0.194564907,0.214757644,0.148467657,0.269242978,25.93802695,0.200019652,0.529038182,0.48853626,0.039248519,-0.047433226,0.269118764,0.35527405,0.088430045,-0.203328706,147.1627043,159.9069911,122.9590883,174.1932345,121.0066362,112.8247757,531.1304348,811.5652174,905.173913,2395.608696,2632.913043,1775.608696,../data/extractions/tmp/cper_ec_hls_2023_519340_4517990.csv,0.445562379,13.07347016,0.20561297,0.213491009,0.16083313,0.266849407,25.68889706,0.194365073,0.533656419,0.482108638,0.050351385,-0.046183274,0.262291034,0.355907701,0.089376046,-0.201633013,145.6439783,156.9731867,122.0114554,169.9934355,120.2119781,112.5071926,509.536503,803.4349881,925.3005616,2407.079053,2644.575953,1744.267444
