index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
180,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_246 + ndti:nir + ndti:bai_246 + nir:bai_246,simp,0.6648,0.6639,1236.8019,345.1542,150.0975,0.0688,0.3738,0.0878,0.5193,242.5727,105.0631,0.2613,0.0588,0.3332,0.0781,0.0501,0.012,223.6865,0.4359,0.3111,466.7313,0.2647,0.0644,0.3983
181,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + nir + bai_346 + ndti:nir + ndti:bai_346 + nir:bai_346,simp,0.6678,0.667,1216.0261,341.814,146.417,0.0682,0.3696,0.0823,0.4897,240.5832,101.9499,0.2594,0.0557,0.3311,0.0737,0.0498,0.0113,223.3491,0.4347,0.3041,445.5845,0.2621,0.0594,0.3802
182,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_126 + ndti:swir1 + ndti:bai_126 + swir1:bai_126,simp,0.6454,0.6444,1366.0008,348.4805,144.4031,0.0693,0.3808,0.0857,0.5403,242.7377,100.7012,0.265,0.0589,0.3398,0.0792,0.0512,0.0127,228.5535,0.4472,0.3286,480.8258,0.2679,0.0641,0.4103
183,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_136 + ndti:swir1 + ndti:bai_136 + swir1:bai_136,simp,0.6574,0.6565,1287.1687,335.369,117.7677,0.0654,0.3695,0.0659,0.471,236.936,84.4292,0.2627,0.0532,0.3348,0.0716,0.0505,0.0116,230.2815,0.4508,0.3285,388.628,0.262,0.0489,0.3316
184,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_146 + ndti:swir1 + ndti:bai_146 + swir1:bai_146,simp,0.6687,0.6678,1210.3045,330.6375,133.99,0.0655,0.362,0.0819,0.4763,231.281,92.1703,0.2548,0.0571,0.3266,0.0795,0.0493,0.0127,216.0211,0.424,0.3061,420.0103,0.2555,0.0589,0.3584
185,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_236 + ndti:swir1 + ndti:bai_236 + swir1:bai_236,simp,0.6854,0.6846,1091.3837,319.5162,106.6449,0.0609,0.3544,0.0672,0.4883,220.8747,73.056,0.2455,0.0517,0.3164,0.0737,0.0477,0.0121,212.8961,0.4181,0.2987,344.388,0.2461,0.047,0.3218
186,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_246 + ndti:swir1 + ndti:bai_246 + swir1:bai_246,simp,0.6715,0.6706,1190.7323,328.5984,131.9721,0.065,0.36,0.081,0.479,229.9556,90.6702,0.2539,0.0567,0.3254,0.0792,0.0491,0.0126,215.0443,0.4223,0.3043,411.9179,0.2542,0.058,0.3515
187,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + swir1 + bai_346 + ndti:swir1 + ndti:bai_346 + swir1:bai_346,simp,0.6757,0.6748,1161.4098,323.3465,122.7003,0.0646,0.356,0.0769,0.4897,225.6568,82.7421,0.2508,0.0539,0.3225,0.0778,0.0487,0.0125,215.3706,0.4234,0.3034,381.1825,0.2505,0.0533,0.328
188,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_126 + bai_136 + ndti:bai_126 + ndti:bai_136 + bai_126:bai_136,simp,0.6439,0.643,1375.5425,334.5848,122.1897,0.0655,0.3657,0.0574,0.4646,235.1122,78.3567,0.2621,0.0406,0.3348,0.0535,0.0504,0.0085,232.0356,0.4508,0.3197,394.5041,0.259,0.0336,0.3077
189,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_126 + bai_236 + ndti:bai_126 + ndti:bai_236 + bai_126:bai_236,simp,0.645,0.6441,1368.2204,339.3076,128.229,0.0672,0.3691,0.0588,0.4736,239.8049,85.4082,0.2648,0.0429,0.3366,0.0555,0.0506,0.0086,230.0957,0.4469,0.3196,399.9049,0.2628,0.038,0.314
190,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_126 + bai_246 + ndti:bai_126 + ndti:bai_246 + bai_126:bai_246,simp,0.642,0.6411,1387.5717,341.9629,136.1232,0.0646,0.3708,0.0667,0.4815,239.7675,91.4424,0.265,0.0479,0.3386,0.0606,0.0509,0.0093,221.4452,0.4309,0.3212,413.421,0.2621,0.0446,0.3267
191,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_126 + bai_346 + ndti:bai_126 + ndti:bai_346 + bai_126:bai_346,simp,0.6455,0.6445,1365.4912,336.5748,128.9596,0.0634,0.3663,0.0619,0.4746,236.203,84.9924,0.2622,0.0445,0.3356,0.0571,0.0505,0.0089,224.0334,0.4359,0.3186,405.1855,0.2591,0.0392,0.3161
192,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_136 + bai_146 + ndti:bai_136 + ndti:bai_146 + bai_136:bai_146,simp,0.6499,0.649,1336.5801,332.1389,125.1884,0.063,0.3625,0.06,0.4728,232.8113,79.5446,0.26,0.0417,0.3329,0.0545,0.0501,0.0086,225.1746,0.4378,0.3119,399.738,0.2563,0.0351,0.3118
193,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_136 + bai_246 + ndti:bai_136 + ndti:bai_246 + bai_136:bai_246,simp,0.6502,0.6493,1334.5875,332.088,125.5795,0.0629,0.3623,0.0601,0.4736,232.8205,79.8446,0.26,0.0417,0.3329,0.0543,0.0501,0.0086,224.85,0.4371,0.3117,400.7074,0.2563,0.0351,0.3126
194,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_136 + bai_346 + ndti:bai_136 + ndti:bai_346 + bai_136:bai_346,simp,0.6498,0.6489,1337.367,331.6216,124.2313,0.0635,0.362,0.0593,0.4699,232.1799,78.3931,0.2594,0.0409,0.3325,0.0533,0.05,0.0085,226.8608,0.4409,0.3135,396.6661,0.2558,0.0341,0.3094
195,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_146 + bai_236 + ndti:bai_146 + ndti:bai_236 + bai_146:bai_236,simp,0.6496,0.6486,1338.7567,335.4162,129.8828,0.0646,0.3646,0.0615,0.4808,236.1283,84.5665,0.262,0.0433,0.3339,0.0563,0.0502,0.0087,223.6496,0.4348,0.3085,406.1158,0.2589,0.0379,0.3168
196,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_236 + bai_246 + ndti:bai_236 + ndti:bai_246 + bai_236:bai_246,simp,0.6497,0.6488,1337.639,334.6514,129.7183,0.0646,0.3639,0.0616,0.481,235.4761,84.0177,0.2616,0.0431,0.3337,0.0562,0.0502,0.0087,223.5321,0.4346,0.3083,406.5515,0.2583,0.0375,0.3171
197,Temporal,3,np.log(Biomass_kg_ha) ~ ndti + bai_236 + bai_346 + ndti:bai_236 + ndti:bai_346 + bai_236:bai_346,simp,0.6488,0.6479,1343.6614,333.7951,128.4749,0.065,0.3632,0.0613,0.4785,234.5026,82.3514,0.261,0.0426,0.3333,0.0559,0.0501,0.0087,224.3676,0.4363,0.3099,403.5356,0.2575,0.0368,0.3148
198,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + ndii7 + nir + satvi:ndii7 + satvi:nir + ndii7:nir,simp,0.6729,0.672,1181.1134,324.5466,121.516,0.0653,0.3574,0.0762,0.4819,227.9424,83.5185,0.2506,0.056,0.3207,0.0797,0.0484,0.0129,210.0979,0.4121,0.3085,395.5316,0.2526,0.0552,0.3375
199,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + ndii7 + swir1 + satvi:ndii7 + satvi:swir1 + ndii7:swir1,simp,0.6014,0.6004,1633.7673,354.516,131.1555,0.0841,0.3911,0.0821,0.5277,253.8416,91.9801,0.2812,0.0587,0.3565,0.0845,0.0537,0.0136,258.7937,0.5064,0.3924,446.8006,0.2802,0.0555,0.357
200,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + ndii7 + swir2 + satvi:ndii7 + satvi:swir2 + ndii7:swir2,simp,0.6477,0.6467,1351.2289,329.9163,115.5251,0.0681,0.3654,0.0663,0.4631,235.2928,78.0098,0.2642,0.0496,0.3355,0.071,0.0506,0.0117,241.2994,0.4715,0.3563,398.2783,0.2619,0.0446,0.3205
201,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + ndii7 + bai_126 + satvi:ndii7 + satvi:bai_126 + ndii7:bai_126,simp,0.4904,0.489,2197.0982,388.3033,133.2931,0.0984,0.4279,0.0706,0.5495,284.2539,89.8077,0.3245,0.0624,0.406,0.0787,0.0611,0.0126,277.8147,0.5429,0.4353,452.2857,0.316,0.0521,0.415
202,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + nir + swir1 + satvi:nir + satvi:swir1 + nir:swir1,simp,0.5636,0.5625,1841.3845,366.729,118.706,0.091,0.4086,0.0854,0.5738,261.7083,81.214,0.2955,0.0629,0.3743,0.0876,0.0565,0.0144,265.5862,0.521,0.4139,408.7859,0.2927,0.0581,0.3993
203,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + nir + swir2 + satvi:nir + satvi:swir2 + nir:swir2,simp,0.6559,0.655,1296.8468,327.0603,104.715,0.0661,0.3636,0.0615,0.4724,230.4292,67.0416,0.2588,0.0489,0.3299,0.0682,0.0498,0.0114,231.6381,0.4522,0.3399,339.2546,0.2582,0.0427,0.3321
204,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_146 + satvi:nir + satvi:bai_146 + nir:bai_146,simp,0.6585,0.6576,1279.7163,331.2636,120.839,0.066,0.3653,0.0763,0.5146,233.5037,84.8644,0.2567,0.059,0.3284,0.0841,0.0495,0.0135,219.8074,0.431,0.33,386.388,0.2586,0.0572,0.3537
205,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_246 + satvi:nir + satvi:bai_246 + nir:bai_246,simp,0.6412,0.6402,1393.0641,337.8389,120.4113,0.0691,0.3738,0.0798,0.5176,238.718,86.5863,0.2632,0.0647,0.3356,0.0884,0.0506,0.0142,223.8082,0.4393,0.341,399.7087,0.265,0.0621,0.3544
206,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + nir + bai_346 + satvi:nir + satvi:bai_346 + nir:bai_346,simp,0.6202,0.6192,1523.4609,345.4526,117.4686,0.0776,0.3839,0.0852,0.5397,244.8821,83.4163,0.2727,0.069,0.3465,0.093,0.0523,0.0151,224.9816,0.4433,0.3458,402.0167,0.2737,0.0677,0.3825
207,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.6031,0.6021,1624.1121,354.7095,119.135,0.0806,0.3927,0.0689,0.5302,252.2644,79.364,0.2827,0.0502,0.3609,0.0762,0.0544,0.0126,262.8531,0.514,0.3916,387.9917,0.2809,0.0445,0.352
208,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_146 + satvi:swir1 + satvi:bai_146 + swir1:bai_146,simp,0.5883,0.5872,1707.9899,358.8672,125.456,0.0884,0.3975,0.0825,0.5472,257.8485,88.6364,0.288,0.062,0.3641,0.0877,0.0549,0.0142,263.5585,0.5161,0.4085,426.332,0.2858,0.0576,0.3721
209,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_246 + satvi:swir1 + satvi:bai_246 + swir1:bai_246,simp,0.5845,0.5834,1729.0097,359.9881,124.5038,0.0891,0.3991,0.0831,0.5485,258.6587,88.6417,0.2892,0.0639,0.3653,0.0891,0.0551,0.0144,262.038,0.5134,0.4088,421.4821,0.2869,0.0592,0.3795
210,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir1 + bai_346 + satvi:swir1 + satvi:bai_346 + swir1:bai_346,simp,0.578,0.5769,1764.7949,361.8291,121.1445,0.0916,0.4019,0.0832,0.5528,259.6425,86.0731,0.2916,0.0653,0.3683,0.0901,0.0555,0.0146,260.3004,0.5108,0.4075,402.6702,0.2889,0.0606,0.3888
211,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_126 + satvi:swir2 + satvi:bai_126 + swir2:bai_126,simp,0.6533,0.6524,1313.9435,329.3888,110.0946,0.0642,0.3648,0.0574,0.4596,232.3724,69.0744,0.2621,0.0445,0.3349,0.0642,0.0505,0.0108,240.6951,0.4698,0.3492,357.736,0.2599,0.0371,0.3218
212,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_146 + satvi:swir2 + satvi:bai_146 + swir2:bai_146,simp,0.6509,0.65,1329.9445,328.5836,111.2124,0.0681,0.3646,0.0645,0.4677,233.1885,73.6886,0.2625,0.0489,0.334,0.0706,0.0504,0.0117,240.1474,0.4692,0.3574,377.0519,0.2603,0.0435,0.325
213,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_246 + satvi:swir2 + satvi:bai_246 + swir2:bai_246,simp,0.6499,0.649,1336.2749,328.9925,110.765,0.0684,0.3653,0.0649,0.468,233.2927,74.0234,0.2625,0.05,0.3341,0.0716,0.0504,0.0119,239.1041,0.4674,0.357,376.15,0.2604,0.0445,0.3245
214,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + swir2 + bai_346 + satvi:swir2 + satvi:bai_346 + swir2:bai_346,simp,0.6491,0.6482,1341.7055,329.3715,109.0482,0.0698,0.3659,0.0639,0.4665,233.0053,72.7327,0.2622,0.0499,0.3343,0.072,0.0504,0.0119,238.1069,0.4657,0.3548,370.5599,0.2603,0.044,0.325
215,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + bai_126 + bai_246 + satvi:bai_126 + satvi:bai_246 + bai_126:bai_246,simp,0.3389,0.3372,2793.5388,437.6871,165.9491,0.131,0.4815,0.0868,0.6418,325.4551,108.4428,0.3785,0.0766,0.4721,0.0887,0.0711,0.0139,287.7082,0.5672,0.5044,574.8357,0.3645,0.0715,0.4797
216,Temporal,3,np.log(Biomass_kg_ha) ~ satvi + bai_126 + bai_346 + satvi:bai_126 + satvi:bai_346 + bai_126:bai_346,simp,0.3359,0.3342,2803.8499,439.673,166.4579,0.1351,0.4837,0.088,0.6445,327.6451,109.0257,0.3801,0.0767,0.4737,0.0879,0.0714,0.0138,292.6622,0.5765,0.5094,579.4251,0.367,0.0733,0.4904
217,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + nir + swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.6482,0.6472,1347.9303,358.6161,173.6237,0.0721,0.3869,0.1064,0.6459,250.0003,120.6604,0.2662,0.0608,0.3396,0.0781,0.0511,0.0121,215.2394,0.4203,0.3121,557.4806,0.273,0.0783,0.4757
218,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + nir + swir2 + ndii7:nir + ndii7:swir2 + nir:swir2,simp,0.6397,0.6387,1402.6623,344.8504,142.7318,0.0698,0.3782,0.0865,0.5384,242.6578,100.2782,0.2654,0.0589,0.3385,0.0807,0.0511,0.013,218.3173,0.4291,0.3223,484.0303,0.2689,0.0665,0.4131
219,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + nir + bai_136 + ndii7:nir + ndii7:bai_136 + nir:bai_136,simp,0.6392,0.6382,1405.6695,350.2235,142.8763,0.0742,0.3843,0.088,0.5576,247.0374,103.6378,0.2693,0.063,0.3438,0.083,0.0519,0.0135,211.7791,0.4172,0.3174,502.7011,0.2734,0.0702,0.429
220,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + nir + bai_236 + ndii7:nir + ndii7:bai_236 + nir:bai_236,simp,0.6481,0.6471,1348.5615,339.6766,128.8453,0.0685,0.3744,0.0783,0.4823,239.457,90.2673,0.2636,0.0577,0.3367,0.0803,0.0508,0.0131,213.2478,0.4195,0.3105,444.7521,0.2662,0.0596,0.3795
221,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + swir1 + bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.5637,0.5626,1841.0138,362.8979,123.1782,0.0795,0.4058,0.0874,0.5353,257.5997,85.3544,0.2927,0.0694,0.3732,0.0931,0.0564,0.0156,250.8389,0.4958,0.3775,448.2732,0.291,0.0676,0.4117
222,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + swir1 + bai_136 + ndii7:swir1 + ndii7:bai_136 + swir1:bai_136,simp,0.555,0.5539,1886.1913,365.9465,119.2649,0.0861,0.4088,0.0772,0.52,263.1205,82.4515,0.2996,0.0649,0.3798,0.0872,0.0574,0.0147,263.7621,0.5197,0.4066,417.9404,0.296,0.0579,0.4106
223,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + swir1 + bai_236 + ndii7:swir1 + ndii7:bai_236 + swir1:bai_236,simp,0.582,0.5809,1742.7015,354.6204,118.317,0.0803,0.3974,0.0915,0.5778,252.3871,79.4154,0.2857,0.064,0.3641,0.0919,0.055,0.0153,237.5056,0.4705,0.3657,397.2307,0.2843,0.0625,0.4104
224,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + swir2 + bai_126 + ndii7:swir2 + ndii7:bai_126 + swir2:bai_126,simp,0.6385,0.6375,1410.0632,336.177,118.583,0.0619,0.3732,0.0713,0.4601,236.7331,79.1052,0.2672,0.0594,0.3407,0.0791,0.0515,0.0133,224.0075,0.4408,0.3247,404.8875,0.2663,0.0561,0.3455
225,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + swir2 + bai_136 + ndii7:swir2 + ndii7:bai_136 + swir2:bai_136,simp,0.6311,0.6302,1456.2693,336.8518,110.0669,0.0653,0.3752,0.0647,0.4563,237.7274,72.5625,0.2706,0.0571,0.3453,0.0757,0.0522,0.0129,237.2415,0.4653,0.3499,367.2639,0.2676,0.049,0.3418
226,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + swir2 + bai_236 + ndii7:swir2 + ndii7:bai_236 + swir2:bai_236,simp,0.6462,0.6453,1360.7247,332.5249,112.6643,0.0632,0.3699,0.068,0.4713,235.0323,75.5681,0.2645,0.0559,0.3374,0.0779,0.051,0.0131,218.741,0.4302,0.3245,373.6718,0.2636,0.0508,0.3492
227,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + bai_126 + bai_136 + ndii7:bai_126 + ndii7:bai_136 + bai_126:bai_136,simp,0.4767,0.4754,2257.6203,397.5121,151.3108,0.103,0.4361,0.0893,0.5781,294.6209,110.6895,0.3327,0.0713,0.4119,0.0862,0.062,0.0136,274.7044,0.5375,0.4415,509.0514,0.3249,0.0683,0.4452
228,Temporal,3,np.log(Biomass_kg_ha) ~ ndii7 + bai_126 + bai_236 + ndii7:bai_126 + ndii7:bai_236 + bai_126:bai_236,simp,0.4803,0.479,2241.8498,395.7983,151.0917,0.1031,0.4341,0.0888,0.5745,292.8938,109.5755,0.3305,0.07,0.4099,0.0857,0.0617,0.0135,272.2509,0.5329,0.4397,500.9779,0.323,0.0674,0.4424
229,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir1 + bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.5345,0.5333,1989.305,370.0118,106.2767,0.0882,0.4177,0.0858,0.5719,262.5474,69.9613,0.3014,0.0685,0.384,0.0915,0.0581,0.0157,258.5653,0.5117,0.406,388.9063,0.2992,0.064,0.4365
230,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir1 + bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.6349,0.634,1432.4798,365.4328,165.9169,0.0775,0.3958,0.1035,0.6195,258.4151,122.3447,0.2733,0.0659,0.3467,0.0863,0.0522,0.0133,228.9369,0.4464,0.3292,565.7134,0.282,0.0819,0.4828
231,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir1 + bai_236 + nir:swir1 + nir:bai_236 + swir1:bai_236,simp,0.5393,0.5381,1965.9618,372.2899,120.1271,0.0869,0.4169,0.0888,0.5772,264.6755,80.6678,0.3009,0.0686,0.3826,0.0927,0.0578,0.0156,255.4973,0.5054,0.408,414.6614,0.2989,0.0655,0.437
232,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir1 + bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.6097,0.6087,1585.8349,369.9926,161.4334,0.0813,0.4031,0.1022,0.6097,263.6514,122.6278,0.2818,0.0718,0.3564,0.0904,0.0537,0.0141,236.3213,0.4617,0.3464,571.9175,0.2887,0.0835,0.488
233,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir1 + bai_346 + nir:swir1 + nir:bai_346 + swir1:bai_346,simp,0.5864,0.5854,1718.3703,372.5019,153.8697,0.0849,0.4084,0.1009,0.5744,266.4395,116.2497,0.2904,0.0751,0.3673,0.0951,0.0553,0.0151,238.6009,0.4686,0.3563,547.6792,0.2937,0.0813,0.4674
234,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir2 + bai_136 + nir:swir2 + nir:bai_136 + swir2:bai_136,simp,0.6423,0.6413,1385.9069,332.1642,102.482,0.0667,0.3707,0.0623,0.463,233.2869,67.7731,0.2642,0.0552,0.3374,0.0742,0.051,0.0126,222.4935,0.4361,0.3268,364.4866,0.263,0.0479,0.3476
235,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir2 + bai_146 + nir:swir2 + nir:bai_146 + swir2:bai_146,simp,0.6417,0.6408,1389.5541,342.7484,134.0137,0.0692,0.3775,0.0806,0.4994,242.2001,93.5224,0.2672,0.0572,0.3406,0.0794,0.0514,0.013,223.3105,0.4389,0.3243,456.6624,0.2695,0.0616,0.3897
236,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir2 + bai_236 + nir:swir2 + nir:bai_236 + swir2:bai_236,simp,0.6452,0.6442,1367.3541,336.368,118.1268,0.0659,0.3725,0.0681,0.4715,237.5016,80.4778,0.2646,0.0541,0.337,0.0753,0.0509,0.0125,222.9753,0.4376,0.3322,398.3329,0.2652,0.0513,0.3399
237,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir2 + bai_246 + nir:swir2 + nir:bai_246 + swir2:bai_246,simp,0.6425,0.6415,1384.7111,340.6963,130.528,0.067,0.3758,0.0774,0.4828,240.9255,90.3803,0.2671,0.0565,0.3403,0.078,0.0514,0.0128,223.2692,0.4389,0.3241,442.7055,0.2685,0.0591,0.3778
238,Temporal,3,np.log(Biomass_kg_ha) ~ nir + swir2 + bai_346 + nir:swir2 + nir:bai_346 + swir2:bai_346,simp,0.6454,0.6445,1365.8253,340.0761,129.1082,0.0659,0.3749,0.0757,0.4716,240.4079,89.3058,0.2659,0.0549,0.3387,0.077,0.0511,0.0126,223.8141,0.4395,0.3211,434.984,0.2675,0.0569,0.3712
239,Temporal,3,np.log(Biomass_kg_ha) ~ nir + bai_136 + bai_146 + nir:bai_136 + nir:bai_146 + bai_136:bai_146,simp,0.636,0.635,1426.0192,350.2398,135.3411,0.071,0.3846,0.0813,0.5065,247.9007,100.7191,0.2705,0.0646,0.345,0.0863,0.052,0.0138,221.4547,0.4355,0.3356,477.0471,0.2739,0.0673,0.4071
240,Temporal,3,np.log(Biomass_kg_ha) ~ nir + bai_136 + bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.627,0.626,1481.6094,355.1969,137.0044,0.0726,0.3905,0.0847,0.5205,251.9476,103.6788,0.2745,0.0684,0.3494,0.0892,0.0527,0.0143,226.0216,0.4442,0.344,490.54,0.2784,0.0711,0.4186
241,Temporal,3,np.log(Biomass_kg_ha) ~ nir + bai_136 + bai_346 + nir:bai_136 + nir:bai_346 + bai_136:bai_346,simp,0.6407,0.6398,1395.9103,348.5114,129.5939,0.0717,0.3839,0.0788,0.5091,245.9526,96.3539,0.2684,0.0618,0.3431,0.0847,0.0517,0.0136,222.6932,0.438,0.3321,467.4086,0.2725,0.065,0.3989
242,Temporal,3,np.log(Biomass_kg_ha) ~ nir + bai_146 + bai_236 + nir:bai_146 + nir:bai_236 + bai_146:bai_236,simp,0.6423,0.6413,1386.0572,348.1923,134.5353,0.069,0.3825,0.0826,0.5169,246.2754,97.1566,0.2681,0.0617,0.3414,0.0858,0.0515,0.0137,223.3236,0.4384,0.3294,455.9257,0.2721,0.0643,0.3891
243,Temporal,3,np.log(Biomass_kg_ha) ~ nir + bai_236 + bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.6269,0.626,1482.1378,357.8127,141.8189,0.073,0.3927,0.0898,0.5256,253.7793,106.0067,0.2744,0.069,0.3486,0.0911,0.0525,0.0144,229.6829,0.4505,0.3435,494.456,0.2796,0.0729,0.4219
244,Temporal,3,np.log(Biomass_kg_ha) ~ nir + bai_236 + bai_346 + nir:bai_236 + nir:bai_346 + bai_236:bai_346,simp,0.6299,0.6289,1463.9537,360.8411,145.1762,0.0766,0.3955,0.0927,0.5555,255.3849,110.2996,0.2741,0.0698,0.3486,0.0914,0.0525,0.0144,229.7885,0.451,0.3434,519.4049,0.281,0.0771,0.4432
245,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_126 + bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.5533,0.5521,1894.9858,362.5672,111.2347,0.0859,0.4064,0.0747,0.5333,259.54,72.3587,0.298,0.0606,0.3786,0.0842,0.0572,0.0144,261.8978,0.5166,0.4057,382.9356,0.2935,0.0539,0.4054
246,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_126 + bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,simp,0.5693,0.5681,1811.5677,356.8702,119.9,0.082,0.3988,0.0825,0.5468,253.7646,78.6724,0.2899,0.064,0.3709,0.0894,0.0561,0.0151,247.2963,0.4887,0.387,401.0286,0.2862,0.059,0.4002
247,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_126 + bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.5629,0.5617,1845.2897,353.5968,107.008,0.0773,0.3995,0.0878,0.5571,249.4418,65.2277,0.289,0.0685,0.3707,0.0944,0.0561,0.0161,252.0938,0.499,0.3837,349.4444,0.2852,0.0634,0.4204
248,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_126 + bai_346 + swir1:bai_126 + swir1:bai_346 + bai_126:bai_346,simp,0.5668,0.5656,1824.9725,353.7158,108.6624,0.0774,0.3988,0.0871,0.5534,249.9812,66.8328,0.2893,0.0675,0.3703,0.0938,0.056,0.0159,252.1759,0.4988,0.3795,356.97,0.2851,0.0625,0.4208
249,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_136 + bai_146 + swir1:bai_136 + swir1:bai_146 + bai_136:bai_146,simp,0.5484,0.5472,1919.9716,366.6136,112.6637,0.0886,0.4114,0.0796,0.5451,262.576,75.4614,0.3005,0.0648,0.3812,0.0884,0.0576,0.015,265.1011,0.5227,0.4137,386.8069,0.297,0.0584,0.4179
250,Temporal,3,np.log(Biomass_kg_ha) ~ swir1 + bai_136 + bai_246 + swir1:bai_136 + swir1:bai_246 + bai_136:bai_246,simp,0.5484,0.5472,1920.207,366.6091,112.2872,0.0885,0.4116,0.0799,0.5455,262.4905,75.4011,0.3004,0.0653,0.3811,0.0888,0.0576,0.0151,264.9174,0.5223,0.4139,385.5281,0.297,0.0589,0.4189
