index,model,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg_mean,rmse_kg_sd,mpe,rmse_pct_mean,rmse_pct_sd,rmse_pct_max,mae_kg_mean,mae_kg_sd,mae_orig_mean,mae_orig_sd,rmse_orig_mean,rmse_orig_sd,rmse_orig_pct_mean,rmse_orig_pct_sd,rmse_kg_low_mean,rmse_pct_low_mean,mpe_low,mae_kg_max,mae_pct_mean,mae_pct_sd,mae_pct_max
1186,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_136 + bai_146 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_146 + ndti:nir + ndti:bai_136 + ndti:bai_146 + nir:bai_136 + nir:bai_146 + bai_136:bai_146,simp,0.7,0.6981,1000.3406,310.4861,70.2928,0.0496,0.375,0.1309,0.6052,211.3915,35.3754,0.2375,0.0267,0.3059,0.0373,0.0462,0.0072,171.8123,0.3526,0.1847,268.7855,0.2575,0.0907,0.4254
1187,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_136 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_246 + ndti:nir + ndti:bai_136 + ndti:bai_246 + nir:bai_136 + nir:bai_246 + bai_136:bai_246,simp,0.6895,0.6875,1079.2112,317.3605,71.814,0.0511,0.3824,0.1306,0.6069,215.5236,37.5212,0.2408,0.027,0.3109,0.0366,0.0469,0.007,176.6384,0.3624,0.1923,280.6068,0.2617,0.0901,0.4191
1188,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_136 + bai_346 + dfi:ndti + dfi:nir + dfi:bai_136 + dfi:bai_346 + ndti:nir + ndti:bai_136 + ndti:bai_346 + nir:bai_136 + nir:bai_346 + bai_136:bai_346,simp,0.7033,0.7013,975.2816,307.4195,70.6189,0.0481,0.3715,0.1307,0.6015,209.4181,35.2287,0.2357,0.0276,0.3036,0.0386,0.0458,0.0073,171.0651,0.3511,0.1829,267.4108,0.2551,0.0901,0.4211
1189,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_146 + bai_236 + dfi:ndti + dfi:nir + dfi:bai_146 + dfi:bai_236 + ndti:nir + ndti:bai_146 + ndti:bai_236 + nir:bai_146 + nir:bai_236 + bai_146:bai_236,simp,0.7035,0.7015,973.9563,310.5111,71.2658,0.0483,0.3751,0.1317,0.608,210.1575,35.4881,0.235,0.0291,0.3032,0.0397,0.0458,0.0075,167.9352,0.3448,0.178,268.6994,0.2564,0.0921,0.4326
1190,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_236 + bai_246 + dfi:ndti + dfi:nir + dfi:bai_236 + dfi:bai_246 + ndti:nir + ndti:bai_236 + ndti:bai_246 + nir:bai_236 + nir:bai_246 + bai_236:bai_246,simp,0.703,0.701,977.7944,308.6404,72.5222,0.0482,0.3731,0.1323,0.6039,210.1843,36.0577,0.2358,0.0287,0.3036,0.0389,0.0458,0.0074,168.8102,0.3465,0.1788,272.2665,0.2563,0.0918,0.4288
1191,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + nir + bai_236 + bai_346 + dfi:ndti + dfi:nir + dfi:bai_236 + dfi:bai_346 + ndti:nir + ndti:bai_236 + ndti:bai_346 + nir:bai_236 + nir:bai_346 + bai_236:bai_346,simp,0.7075,0.7056,942.3834,305.2044,72.5128,0.0466,0.3692,0.132,0.5991,207.6325,35.6365,0.2331,0.0296,0.3004,0.0406,0.0453,0.0075,167.7511,0.3444,0.1759,269.0381,0.2534,0.091,0.4244
1192,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_126 + bai_136 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.7021,0.7001,984.7201,312.2409,68.4253,0.0511,0.3789,0.1356,0.6168,208.9318,33.6695,0.234,0.0295,0.3035,0.0448,0.0458,0.0083,171.6907,0.3528,0.1871,264.0198,0.2552,0.0921,0.4321
1193,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_126 + bai_236 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_236 + ndti:swir1 + ndti:bai_126 + ndti:bai_236 + swir1:bai_126 + swir1:bai_236 + bai_126:bai_236,simp,0.7004,0.6984,997.5008,312.7827,68.2941,0.0503,0.3793,0.1349,0.6171,209.4364,32.8945,0.2345,0.0279,0.3041,0.0433,0.0459,0.0081,171.0889,0.3516,0.1862,262.5743,0.2554,0.0907,0.4295
1194,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_126 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_246 + ndti:swir1 + ndti:bai_126 + ndti:bai_246 + swir1:bai_126 + swir1:bai_246 + bai_126:bai_246,simp,0.6905,0.6884,1072.2047,316.0992,65.3161,0.0533,0.3813,0.1291,0.5989,212.3101,34.454,0.2389,0.03,0.3096,0.0438,0.0467,0.0081,175.2176,0.3601,0.1955,272.8634,0.2584,0.0907,0.4188
1195,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_126 + bai_346 + dfi:ndti + dfi:swir1 + dfi:bai_126 + dfi:bai_346 + ndti:swir1 + ndti:bai_126 + ndti:bai_346 + swir1:bai_126 + swir1:bai_346 + bai_126:bai_346,simp,0.6902,0.6882,1074.2347,318.4669,64.0168,0.0534,0.3842,0.1292,0.607,212.8216,33.6153,0.2385,0.0285,0.31,0.0426,0.0468,0.0079,178.4959,0.3668,0.198,272.8234,0.2589,0.0902,0.4202
1196,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_136 + bai_146 + dfi:ndti + dfi:swir1 + dfi:bai_136 + dfi:bai_146 + ndti:swir1 + ndti:bai_136 + ndti:bai_146 + swir1:bai_136 + swir1:bai_146 + bai_136:bai_146,simp,0.6998,0.6978,1001.9101,312.3962,65.6452,0.0519,0.379,0.134,0.6058,209.2164,32.5776,0.2352,0.0274,0.3055,0.0432,0.0461,0.0081,176.4369,0.3627,0.1914,265.403,0.255,0.0894,0.4178
1197,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_136 + bai_246 + dfi:ndti + dfi:swir1 + dfi:bai_136 + dfi:bai_246 + ndti:swir1 + ndti:bai_136 + ndti:bai_246 + swir1:bai_136 + swir1:bai_246 + bai_136:bai_246,simp,0.6975,0.6955,1019.538,313.7162,65.7981,0.0514,0.3798,0.132,0.6049,209.9481,33.4495,0.2356,0.0273,0.3062,0.0423,0.0462,0.0079,176.4567,0.3626,0.1917,267.2325,0.2556,0.0889,0.4154
1198,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_136 + bai_346 + dfi:ndti + dfi:swir1 + dfi:bai_136 + dfi:bai_346 + ndti:swir1 + ndti:bai_136 + ndti:bai_346 + swir1:bai_136 + swir1:bai_346 + bai_136:bai_346,simp,0.7013,0.6994,990.349,310.8388,66.4649,0.0511,0.3774,0.135,0.6073,208.5495,32.8243,0.2345,0.0281,0.3042,0.0438,0.0459,0.0082,176.3606,0.3625,0.1899,266.5508,0.2543,0.0898,0.4182
1199,Spatial,5,np.log(Biomass_kg_ha) ~ dfi + ndti + swir1 + bai_146 + bai_236 + dfi:ndti + dfi:swir1 + dfi:bai_146 + dfi:bai_236 + ndti:swir1 + ndti:bai_146 + ndti:bai_236 + swir1:bai_146 + swir1:bai_236 + bai_146:bai_236,simp,0.7008,0.6988,994.5437,311.6249,65.4921,0.0512,0.3775,0.1322,0.607,208.8329,30.6491,0.2348,0.0275,0.3048,0.0427,0.046,0.0079,172.8817,0.3554,0.1868,263.1652,0.2544,0.0885,0.4207
