,model,kfold,numb_vars,formula,xv,R2,R2_adj,AIC,rmse_kg,pe,rmse_pct,rmse_orig,rmse_orig_pct,rmse_kg_low,rmse_pct_low,pe_low,mae_kg,mae_pct,mae_orig
8,Temporal,2021,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + satvi + swir1 + bai_126 + ndvi:ndti + ndvi:satvi + ndvi:swir1 + ndvi:bai_126 + ndti:satvi + ndti:swir1 + ndti:bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.7222,0.7201,800.8782,378.1348,-0.0527,0.3994,0.3498,0.0518,170.9317,0.3271,0.2214,259.6518,0.2743,0.278
9,Temporal,2022,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + satvi + swir1 + bai_126 + ndvi:ndti + ndvi:satvi + ndvi:swir1 + ndvi:bai_126 + ndti:satvi + ndti:swir1 + ndti:bai_126 + satvi:swir1 + satvi:bai_126 + swir1:bai_126,simp,0.7,0.6978,693.6832,236.7578,-0.0209,0.4052,0.4156,0.0666,133.1525,0.2963,0.0821,174.1521,0.298,0.3269
0,Temporal,2013,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.7266,0.7246,728.54,362.9447,0.2043,0.5165,0.4759,0.074,348.2106,0.7521,0.4148,238.5642,0.3395,0.3316
1,Temporal,2014,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.691,0.6888,867.4002,531.8681,0.0219,0.4149,0.3444,0.049,301.0598,0.5788,0.4156,335.554,0.2618,0.2663
2,Temporal,2015,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.7046,0.7025,879.0457,443.7624,0.292,0.3787,0.3666,0.0525,455.5266,0.8678,0.8226,355.0361,0.303,0.2956
3,Temporal,2016,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.6854,0.6831,998.3477,346.9988,0.0227,0.3094,0.2393,0.0346,120.431,0.2185,0.2102,213.4306,0.1903,0.1841
4,Temporal,2017,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.7027,0.7005,1003.8607,234.1494,0.0797,0.2525,0.2345,0.0346,211.3007,0.3644,0.3077,176.4991,0.1903,0.1872
5,Temporal,2018,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.6972,0.695,973.287,323.6363,-0.053,0.3355,0.2642,0.0391,119.3299,0.2299,0.084,209.0148,0.2167,0.2065
6,Temporal,2019,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.701,0.6988,1025.8556,195.9337,-0.0186,0.2393,0.2164,0.0326,112.0468,0.2024,0.1072,140.7065,0.1718,0.1715
7,Temporal,2020,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.6656,0.6632,950.7203,149.934,0.0627,0.3097,0.2835,0.0465,110.2525,0.2641,0.11,109.7804,0.2267,0.2281
8,Temporal,2021,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.7142,0.7121,857.8806,359.9807,-0.0184,0.3802,0.3318,0.0492,171.2531,0.3277,0.2415,249.5479,0.2636,0.2651
9,Temporal,2022,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + nir + swir1 + bai_136 + ndvi:ndti + ndvi:nir + ndvi:swir1 + ndvi:bai_136 + ndti:nir + ndti:swir1 + ndti:bai_136 + nir:swir1 + nir:bai_136 + swir1:bai_136,simp,0.703,0.7008,673.1338,243.8997,-0.0017,0.4174,0.433,0.0694,138.3755,0.3079,0.1133,180.2535,0.3085,0.3383
0,Temporal,2013,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.7284,0.7265,713.9374,354.2192,0.2426,0.5041,0.4621,0.0719,350.3051,0.7566,0.4482,227.4484,0.3237,0.3131
1,Temporal,2014,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.6928,0.6905,855.6206,534.182,-0.0066,0.4167,0.3364,0.0479,262.6138,0.5049,0.3496,334.6938,0.2611,0.2618
2,Temporal,2015,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.7117,0.7095,829.391,484.8517,0.3275,0.4138,0.3796,0.0543,446.3327,0.8503,0.8131,379.1248,0.3235,0.3078
3,Temporal,2016,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.6897,0.6874,969.8988,346.6377,0.0311,0.3091,0.2411,0.0349,126.7074,0.2299,0.2212,213.4217,0.1903,0.185
4,Temporal,2017,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.7051,0.7029,987.1275,230.2584,0.0619,0.2483,0.2249,0.0332,202.2987,0.3489,0.2751,169.4807,0.1827,0.1784
5,Temporal,2018,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.6994,0.6972,958.0703,311.0823,-0.0344,0.3225,0.2543,0.0376,119.9364,0.231,0.0978,202.0128,0.2094,0.1994
6,Temporal,2019,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.7064,0.7042,989.5011,205.2367,-0.0374,0.2506,0.2273,0.0342,109.604,0.1979,0.0958,148.0177,0.1807,0.1813
7,Temporal,2020,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.6722,0.6698,909.5692,149.9717,0.1032,0.3098,0.2977,0.0488,121.4911,0.291,0.151,113.3037,0.234,0.2394
8,Temporal,2021,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.7206,0.7185,812.0488,370.4716,-0.0615,0.3913,0.345,0.0511,157.2658,0.3009,0.2116,259.7147,0.2743,0.2788
9,Temporal,2022,5,np.log(Biomass_kg_ha) ~ ndvi + ndti + swir1 + bai_126 + bai_136 + ndvi:ndti + ndvi:swir1 + ndvi:bai_126 + ndvi:bai_136 + ndti:swir1 + ndti:bai_126 + ndti:bai_136 + swir1:bai_126 + swir1:bai_136 + bai_126:bai_136,simp,0.7037,0.7015,668.3434,236.3475,-0.0181,0.4045,0.4222,0.0677,130.7188,0.2909,0.0884,173.8657,0.2975,0.3297
0,Temporal,2013,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.7274,0.7254,722.415,386.3264,0.239,0.5498,0.495,0.077,390.222,0.8428,0.4783,247.8388,0.3527,0.3435
1,Temporal,2014,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.6971,0.6949,826.5557,541.0847,-0.0026,0.4221,0.3508,0.05,282.9773,0.544,0.4025,343.9143,0.2683,0.273
2,Temporal,2015,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.7133,0.7112,817.4154,603.24,0.3583,0.5148,0.4042,0.0579,436.5423,0.8316,0.7533,441.1538,0.3765,0.3265
3,Temporal,2016,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.6921,0.6898,954.1064,376.6407,-0.0026,0.3358,0.2526,0.0365,137.2688,0.249,0.2481,228.3426,0.2036,0.1942
4,Temporal,2017,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.7094,0.7073,956.6804,251.9435,0.0625,0.2717,0.246,0.0364,221.5473,0.3821,0.3288,183.8377,0.1982,0.1941
5,Temporal,2018,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.7026,0.7004,935.947,328.3082,-0.0329,0.3403,0.2682,0.0397,124.0895,0.239,0.1502,210.5392,0.2182,0.2074
6,Temporal,2019,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.7058,0.7036,993.2062,188.9907,0.0079,0.2308,0.215,0.0324,127.8015,0.2308,0.1529,141.6201,0.1729,0.1738
7,Temporal,2020,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.6709,0.6685,918.1361,151.017,0.0301,0.3119,0.2817,0.0462,109.1968,0.2616,0.074,109.6732,0.2265,0.2262
8,Temporal,2021,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.7176,0.7155,833.6175,342.5805,0.0327,0.3619,0.3256,0.0483,197.347,0.3776,0.3031,246.6189,0.2605,0.2612
9,Temporal,2022,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + nir + swir1 + ndti:satvi + ndti:ndii7 + ndti:nir + ndti:swir1 + satvi:ndii7 + satvi:nir + satvi:swir1 + ndii7:nir + ndii7:swir1 + nir:swir1,simp,0.702,0.6998,680.1658,237.0023,-0.0402,0.4056,0.4139,0.0663,135.0058,0.3004,0.0561,175.1549,0.2997,0.3282
0,Temporal,2013,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.7361,0.7342,652.5205,388.5276,0.2725,0.5529,0.5022,0.0781,385.6949,0.833,0.5009,261.5538,0.3722,0.354
1,Temporal,2014,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.692,0.6898,860.672,530.434,0.0132,0.4138,0.3315,0.0472,269.5121,0.5182,0.3913,331.2784,0.2584,0.2584
2,Temporal,2015,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.7092,0.7071,846.9187,514.4725,0.3521,0.439,0.3854,0.0552,453.7667,0.8644,0.8183,391.2468,0.3339,0.312
3,Temporal,2016,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.6896,0.6874,970.4276,363.9307,0.0138,0.3245,0.2469,0.0357,147.065,0.2668,0.2629,223.1946,0.199,0.1925
4,Temporal,2017,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.7074,0.7053,970.7818,247.1902,0.0894,0.2665,0.2458,0.0363,223.0412,0.3846,0.3434,186.3119,0.2009,0.1982
5,Temporal,2018,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.6985,0.6963,964.2965,313.2407,-0.0491,0.3247,0.2545,0.0376,106.9885,0.2061,0.0605,201.2439,0.2086,0.1979
6,Temporal,2019,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.7048,0.7026,1000.3031,204.0749,-0.0263,0.2492,0.2222,0.0335,111.0168,0.2005,0.1272,148.2708,0.1811,0.1799
7,Temporal,2020,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.6672,0.6647,941.2281,141.0024,0.0647,0.2912,0.2727,0.0447,108.0991,0.2589,0.1105,104.5212,0.2159,0.2179
8,Temporal,2021,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.7189,0.7168,824.1791,359.3776,-0.0244,0.3796,0.3395,0.0503,178.4313,0.3414,0.2465,252.9551,0.2672,0.2714
9,Temporal,2022,5,np.log(Biomass_kg_ha) ~ ndti + satvi + ndii7 + swir1 + bai_126 + ndti:satvi + ndti:ndii7 + ndti:swir1 + ndti:bai_126 + satvi:ndii7 + satvi:swir1 + satvi:bai_126 + ndii7:swir1 + ndii7:bai_126 + swir1:bai_126,simp,0.6978,0.6955,708.7229,239.8796,-0.0302,0.4105,0.4156,0.0666,133.9329,0.298,0.0682,175.4014,0.3002,0.3286
0,Temporal,2013,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.7279,0.726,718.1821,354.0826,0.23,0.5039,0.4702,0.0732,340.7439,0.7359,0.4511,234.1409,0.3332,0.3267
1,Temporal,2014,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.6941,0.6919,846.7968,544.4506,0.0083,0.4247,0.3524,0.0502,295.6674,0.5684,0.4295,347.6051,0.2712,0.275
2,Temporal,2015,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.7079,0.7057,856.3112,495.7133,0.3221,0.423,0.3752,0.0537,432.1246,0.8232,0.7729,381.7037,0.3257,0.3025
3,Temporal,2016,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.6876,0.6853,983.7882,365.9184,0.0029,0.3263,0.2452,0.0355,135.9172,0.2466,0.2396,222.8534,0.1987,0.1903
4,Temporal,2017,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.7055,0.7033,984.6191,247.3458,0.0775,0.2667,0.2443,0.0361,216.1741,0.3728,0.3323,184.0692,0.1985,0.1951
5,Temporal,2018,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.6989,0.6967,961.7377,325.5688,-0.0317,0.3375,0.266,0.0394,126.4487,0.2436,0.1477,208.8155,0.2165,0.2058
6,Temporal,2019,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.702,0.6998,1019.1247,193.2217,-0.026,0.2359,0.2133,0.0321,105.7487,0.191,0.1131,139.8926,0.1708,0.1704
7,Temporal,2020,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.6673,0.6649,940.5124,149.8208,0.0437,0.3095,0.2832,0.0465,110.1779,0.2639,0.09,110.2639,0.2277,0.2286
8,Temporal,2021,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.7158,0.7137,846.8514,351.1235,0.0141,0.3709,0.3322,0.0492,194.5558,0.3723,0.2854,248.1895,0.2622,0.2648
9,Temporal,2022,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_146 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_146 + satvi:nir + satvi:swir1 + satvi:bai_146 + nir:swir1 + nir:bai_146 + swir1:bai_146,simp,0.6972,0.6949,712.7766,229.6834,-0.0254,0.3931,0.407,0.0652,133.0688,0.2961,0.0712,170.5091,0.2918,0.3207
0,Temporal,2013,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.7296,0.7277,704.8277,386.6191,0.2698,0.5502,0.4848,0.0754,403.83,0.8722,0.504,238.0738,0.3388,0.3271
1,Temporal,2014,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.6937,0.6914,849.6705,541.3847,0.0104,0.4223,0.3511,0.05,294.7114,0.5666,0.4251,344.8873,0.269,0.2736
2,Temporal,2015,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.7063,0.7042,867.4295,471.1378,0.2936,0.402,0.3618,0.0518,420.173,0.8004,0.7497,360.7897,0.3079,0.2897
3,Temporal,2016,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.6872,0.6849,986.3084,362.6485,0.0029,0.3233,0.2431,0.0352,130.6177,0.237,0.2316,220.8425,0.1969,0.1887
4,Temporal,2017,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.7047,0.7025,990.2169,242.5261,0.0747,0.2615,0.2392,0.0354,213.5396,0.3683,0.322,180.2901,0.1944,0.1908
5,Temporal,2018,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.6985,0.6963,964.1014,322.9676,-0.0266,0.3348,0.2642,0.0391,127.3426,0.2453,0.1517,207.6949,0.2153,0.2047
6,Temporal,2019,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.7023,0.7001,1017.3588,195.2439,-0.0251,0.2384,0.2159,0.0325,106.5145,0.1924,0.115,141.2862,0.1725,0.1722
7,Temporal,2020,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.6679,0.6655,936.5231,150.5981,0.0557,0.3111,0.2878,0.0472,113.7547,0.2725,0.1021,111.5247,0.2304,0.2321
8,Temporal,2021,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.7158,0.7137,846.7655,354.2688,0.0024,0.3742,0.3324,0.0493,188.1689,0.3601,0.2738,249.1588,0.2632,0.2656
9,Temporal,2022,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_246 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_246 + satvi:nir + satvi:swir1 + satvi:bai_246 + nir:swir1 + nir:bai_246 + swir1:bai_246,simp,0.6975,0.6953,710.3837,230.2974,-0.0258,0.3941,0.4083,0.0654,132.7761,0.2954,0.0702,170.452,0.2917,0.3208
0,Temporal,2013,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_346 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_346 + satvi:nir + satvi:swir1 + satvi:bai_346 + nir:swir1 + nir:bai_346 + swir1:bai_346,simp,0.7283,0.7264,714.7476,320.9022,0.2129,0.4567,0.4433,0.069,281.2771,0.6075,0.4135,223.0362,0.3174,0.3162
1,Temporal,2014,5,np.log(Biomass_kg_ha) ~ ndti + satvi + nir + swir1 + bai_346 + ndti:satvi + ndti:nir + ndti:swir1 + ndti:bai_346 + satvi:nir + satvi:swir1 + satvi:bai_346 + nir:swir1 + nir:bai_346 + swir1:bai_346,simp,0.7011,0.6989,799.2093,528.5727,0.0476,0.4123,0.3464,0.0493,323.1572,0.6213,0.4735,335.3477,0.2616,0.2667
