Pasture,Date,Plot,Reading #,High,Low,Spp,G_B,Screen1
17S,7/29/2014,6,16,84,20,stco,b,0
17S,7/29/2014,6,17,90,8,stco,b,0
17S,7/29/2014,6,18,90,8,stco,b,0
17S,7/29/2014,6,19,90,18,stco,b,0
17S,7/29/2014,6,20,90,15,stco,b,0
17S,7/29/2014,6,21,82,5,stco,b,0
17S,7/29/2014,6,22,81,7,stco,b,0
17S,7/29/2014,6,23,90,13,stco,b,0
17S,7/29/2014,6,24,90,11,stco,b,0
17S,7/29/2014,6,25,90,11,stco,b,0
17S,8/5/2014,1,1,21,5,bogr,g,0
17S,8/5/2014,1,2,29,8,oppo,g,1
17S,8/5/2014,1,3,24,4,oppo,g,1
17S,8/5/2014,1,4,26,7,vuoc,g,1
17S,8/5/2014,1,5,23,8,pasm,g,0
17S,8/5/2014,1,6,82,9,vuoc,g,1
17S,8/5/2014,1,7,66,10,oppo,g,1
17S,8/5/2014,1,8,60,7,crmi,g,0
17S,8/5/2014,1,9,21,5,bogr,g,0
17S,8/5/2014,1,10,64,3,bogr,g,0
17S,8/5/2014,1,11,11,5,bogr,g,0
17S,8/5/2014,1,12,24,5,bogr,g,0
17S,8/5/2014,1,13,20,4,crmi,g,0
17S,8/5/2014,1,14,41,3,bogr,g,0
17S,8/5/2014,1,15,49,7,oppo,g,1
17S,8/5/2014,1,16,34,11,eref,g,1
17S,8/5/2014,1,17,29,7,oppo,g,1
17S,8/5/2014,1,18,27,5,bogr,g,0
17S,8/5/2014,1,19,22,7,bogr,g,0
17S,8/5/2014,1,20,26,8,vuoc,g,1
17S,8/5/2014,1,21,15,3,bogr,g,0
17S,8/5/2014,1,22,19,3,bogr,g,0
17S,8/5/2014,1,23,22,7,bogr,g,0
17S,8/5/2014,1,24,24,3,bogr,g,0
17S,8/5/2014,1,25,16,2,crmi,g,0
17S,8/5/2014,2,1,18,1,bogr,g,0
17S,8/5/2014,2,2,6,1,bogr,g,0
17S,8/5/2014,2,3,12,2,bogr,g,0
17S,8/5/2014,2,4,12,3,bogr,g,0
17S,8/5/2014,2,5,7,3,bogr,g,0
17S,8/5/2014,2,6,13,6,bogr,g,0
17S,8/5/2014,2,7,11,4,bogr,g,0
17S,8/5/2014,2,8,5,1,bogr,g,0
17S,8/5/2014,2,9,10,2,vuoc,g,1
17S,8/5/2014,2,10,19,3,bogr,g,0
17S,8/5/2014,2,11,15,2,vuoc,g,1
17S,8/5/2014,2,12,12,5,vuoc,g,1
17S,8/5/2014,2,13,22,2,vuoc,g,1
17S,8/5/2014,2,14,8,5,vuoc,g,1
17S,8/5/2014,2,15,10,5,bogr,g,0
17S,8/5/2014,2,16,19,2,bogr,g,0
17S,8/5/2014,2,17,16,5,vuoc,g,1
17S,8/5/2014,2,18,23,4,bogr,g,0
17S,8/5/2014,2,19,7,5,bogr,g,0
17S,8/5/2014,2,20,20,5,vuoc,g,1
17S,8/5/2014,2,21,11,8,vuoc,g,1
17S,8/5/2014,2,22,11,3,vuoc,g,1
17S,8/5/2014,2,23,22,1,bogr,g,0
17S,8/5/2014,2,24,21,7,vuoc,g,1
17S,8/5/2014,2,25,11,4,bogr,g,0
17S,8/5/2014,5,1,45,1,bogr,g,0
17S,8/5/2014,5,2,13,3,bogr,g,0
17S,8/5/2014,5,3,34,5,sihy,g,0
17S,8/5/2014,5,4,21,4,gusa,g,1
17S,8/5/2014,5,5,10,3,vuoc,g,1
17S,8/5/2014,5,6,18,6,pasm,g,0
17S,8/5/2014,5,7,11,3,pasm,g,0
17S,8/5/2014,5,8,20,3,pasm,g,0
17S,8/5/2014,5,9,16,3,bogr,g,0
17S,8/5/2014,5,10,16,7,oppo,g,1
17S,8/5/2014,5,11,28,13,sihy,g,0
17S,8/5/2014,5,12,24,9,vuoc,g,1
17S,8/5/2014,5,13,24,4,bogr,g,0
17S,8/5/2014,5,14,15,3,bogr,g,0
17S,8/5/2014,5,15,11,7,vuoc,g,1
17S,8/5/2014,5,16,22,1,bogr,g,0
17S,8/5/2014,5,17,7,1,bogr,g,0
17S,8/5/2014,5,18,19,2,bogr,g,0
17S,8/5/2014,5,19,14,5,crmi,g,0
17S,8/5/2014,5,20,21,5,bogr,g,0
17S,8/5/2014,5,21,14,6,bogr,g,0
17S,8/5/2014,5,22,11,3,bogr,g,0
17S,8/5/2014,5,23,22,3,bogr,g,0
17S,8/5/2014,5,24,23,3,bogr,g,0
17S,8/5/2014,5,25,25,2,cael,g,0
17S,8/5/2014,6,1,90,19,stco,b,0
17S,8/5/2014,6,2,90,20,stco,b,0
17S,8/5/2014,6,3,90,17,stco,b,0
17S,8/5/2014,6,4,90,19,stco,b,0
17S,8/5/2014,6,5,90,21,stco,b,0
17S,8/5/2014,6,6,60,9,stco,b,0
17S,8/5/2014,6,7,80,25,stco,b,0
17S,8/5/2014,6,8,81,27,stco,b,0
17S,8/5/2014,6,9,90,28,stco,b,0
17S,8/5/2014,6,10,90,25,stco,b,0
17S,8/5/2014,6,11,90,13,stco,b,0
17S,8/5/2014,6,12,89,17,stco,b,0
17S,8/5/2014,6,13,88,17,stco,b,0
17S,8/5/2014,6,14,84,29,stco,b,0
17S,8/5/2014,6,15,64,11,clao,b,0
17S,8/5/2014,6,16,74,13,stco,b,0
17S,8/5/2014,6,17,84,25,stco,b,0
17S,8/5/2014,6,18,84,21,stco,b,0
17S,8/5/2014,6,19,90,19,stco,b,0
17S,8/5/2014,6,20,90,22,stco,b,0
17S,8/5/2014,6,21,90,8,stco,b,0
17S,8/5/2014,6,22,90,22,stco,b,0
17S,8/5/2014,6,23,90,11,stco,b,0
17S,8/5/2014,6,24,90,16,stco,b,0
17S,8/5/2014,6,25,90,13,stco,b,0
17S,8/13/2014,1,1,20,11,vuoc,b,1
17S,8/13/2014,1,2,22,3,bogr,g,0
17S,8/13/2014,1,3,34,11,bogr,g,0
17S,8/13/2014,1,4,40,6,vuoc,b,1
17S,8/13/2014,1,5,14,8,bogr,g,0
17S,8/13/2014,1,6,68,18,stco,g,0
17S,8/13/2014,1,7,62,10,vuoc,g,1
17S,8/13/2014,1,8,32,3,bogr,g,0
17S,8/13/2014,1,9,32,6,oppo,g,1
17S,8/13/2014,1,10,32,9,crmi,b,0
17S,8/13/2014,1,11,22,6,bogr,g,0
17S,8/13/2014,1,12,31,11,bogr,g,0
17S,8/13/2014,1,13,90,22,stco,g,0
17S,8/13/2014,1,14,26,7,bogr,g,0
17S,8/13/2014,1,15,16,7,bogr,g,0
17S,8/13/2014,1,16,28,3,bogr,g,0
17S,8/13/2014,1,17,12,8,vuoc,b,1
17S,8/13/2014,1,18,26,7,bogr,g,0
17S,8/13/2014,1,19,4,1,bare,g,0
17S,8/13/2014,1,20,29,10,vuoc,b,1
17S,8/13/2014,1,21,22,14,vuoc,g,1
17S,8/13/2014,1,22,18,7,bogr,g,0
17S,8/13/2014,1,23,12,10,vuoc,b,1
17S,8/13/2014,1,24,23,7,bogr,g,0
17S,8/13/2014,1,25,23,5,bogr,g,0
17S,8/13/2014,2,1,7,3,bogr,g,0
17S,8/13/2014,2,2,13,5,bogr,g,0
17S,8/13/2014,2,3,18,3,bogr,g,0
17S,8/13/2014,2,4,6,3,bogr,g,0
17S,8/13/2014,2,5,5,3,bogr,g,0
17S,8/13/2014,2,6,18,12,sihy,g,0
17S,8/13/2014,2,7,6,4,bogr,g,0
17S,8/13/2014,2,8,20,8,bogr,g,0
17S,8/13/2014,2,9,5,4,bogr,g,0
17S,8/13/2014,2,10,14,5,bogr,g,0
17S,8/13/2014,2,11,12,7,vuoc,b,1
17S,8/13/2014,2,12,21,6,vuoc,b,1
17S,8/13/2014,2,13,14,5,bogr,g,0
17S,8/13/2014,2,14,18,4,vuoc,b,1
17S,8/13/2014,2,15,12,9,vuoc,b,1
17S,8/13/2014,2,16,8,3,bogr,g,0
17S,8/13/2014,2,17,10,7,bogr,g,0
17S,8/13/2014,2,18,24,7,bogr,g,0
17S,8/13/2014,2,19,39,6,bogr,g,0
17S,8/13/2014,2,20,21,3,bogr,g,0
17S,8/13/2014,2,21,8,5,bogr,g,0
17S,8/13/2014,2,22,23,10,vuoc,b,1
17S,8/13/2014,2,23,20,7,bogr,g,0
17S,8/13/2014,2,24,13,3,bogr,g,0
17S,8/13/2014,2,25,10,6,bogr,g,0
17S,8/13/2014,5,1,46,9,bogr,g,0
17S,8/13/2014,5,2,51,8,stco,g,0
17S,8/13/2014,5,3,20,5,bogr,g,0
17S,8/13/2014,5,4,23,5,bogr,g,0
17S,8/13/2014,5,5,16,5,bogr,g,0
17S,8/13/2014,5,6,22,7,plpa,g,0
17S,8/13/2014,5,7,17,10,bogr,g,0
17S,8/13/2014,5,8,15,5,bogr,g,0
17S,8/13/2014,5,9,31,4,bogr,g,0
17S,8/13/2014,5,10,31,7,bogr,g,0
17S,8/13/2014,5,11,22,7,sihy,g,0
17S,8/13/2014,5,12,30,10,vuoc,b,1
17S,8/13/2014,5,13,25,11,atca,g,0
17S,8/13/2014,5,14,16,7,oppo,g,1
17S,8/13/2014,5,15,21,10,vuoc,b,1
17S,8/13/2014,5,16,26,6,crmi,b,0
17S,8/13/2014,5,17,10,3,bogr,g,0
17S,8/13/2014,5,18,10,4,bogr,g,0
17S,8/13/2014,5,19,20,2,bogr,g,0
17S,8/13/2014,5,20,4,2,bogr,g,0
17S,8/13/2014,5,21,17,4,bogr,g,0
17S,8/13/2014,5,22,20,1,bogr,g,0
17S,8/13/2014,5,23,28,4,bogr,g,0
17S,8/13/2014,5,24,12,3,bogr,g,0
17S,8/13/2014,5,25,14,2,bogr,g,0
17S,8/13/2014,6,1,90,23,stco,b,0
17S,8/13/2014,6,2,90,43,stco,b,0
17S,8/13/2014,6,3,90,27,stco,b,0
17S,8/13/2014,6,4,90,35,stco,b,0
17S,8/13/2014,6,5,90,42,stco,b,0
17S,8/13/2014,6,6,75,40,stco,b,0
17S,8/13/2014,6,7,90,38,stco,b,0
17S,8/13/2014,6,8,85,32,stco,b,0
17S,8/13/2014,6,9,90,33,stco,b,0
17S,8/13/2014,6,10,90,49,stco,b,0
17S,8/13/2014,6,11,90,47,stco,b,0
17S,8/13/2014,6,12,90,23,stco,b,0
17S,8/13/2014,6,13,90,20,stco,b,0
17S,8/13/2014,6,14,90,38,stco,b,0
17S,8/13/2014,6,15,90,27,stco,b,0
17S,8/13/2014,6,16,90,33,stco,b,0
17S,8/13/2014,6,17,89,42,stco,b,0
17S,8/13/2014,6,18,90,22,stco,b,0
17S,8/13/2014,6,19,90,52,stco,b,0
17S,8/13/2014,6,20,90,26,stco,b,0
17S,8/13/2014,6,21,90,33,stco,b,0
17S,8/13/2014,6,22,90,39,stco,b,0
17S,8/13/2014,6,23,87,42,stco,b,0
17S,8/13/2014,6,24,90,12,bogr,g,0
17S,8/13/2014,6,25,90,31,stco,b,0
25NW,8/20/2014,1,1,25,1,bare,g ,0
25NW,8/20/2014,1,2,32,2,bogr,g ,0
25NW,8/20/2014,1,3,12,5,bogr,g ,0
25NW,8/20/2014,1,4,18,3,bogr,g ,0
25NW,8/20/2014,1,5,6,3,bogr,g ,0
25NW,8/20/2014,1,6,12,6,vuoc,b,1
25NW,8/20/2014,1,7,12,4,bogr,g,0
25NW,8/20/2014,1,8,12,5,bogr,g,0
25NW,8/20/2014,1,9,21,5,bogr,g,0
25NW,8/20/2014,1,10,7,3,bogr,g,0
25NW,8/20/2014,1,11,18,5,bogr,g,0
25NW,8/20/2014,1,12,16,4,vuoc,b,1
25NW,8/20/2014,1,13,19,3,bogr,g,0
25NW,8/20/2014,1,14,4,4,bogr,g,0
25NW,8/20/2014,1,15,6,3,bogr,g,0
25NW,8/20/2014,1,16,22,5,bogr,g,0
25NW,8/20/2014,1,17,14,1,bogr,g,0
25NW,8/20/2014,1,18,23,4,bogr,g,0
25NW,8/20/2014,1,19,30,6,bogr,g,0
25NW,8/20/2014,1,20,18,4,bogr,g,0
25NW,8/20/2014,1,21,14,6,bogr,g,0
25NW,8/20/2014,1,22,10,6,bogr,g,0
25NW,8/20/2014,1,23,6,3,bogr,g,0
25NW,8/20/2014,1,24,10,2,vuoc,b,1
25NW,8/20/2014,1,25,26,3,bogr,g,0
25NW,8/20/2014,2,1,26,10,bogr,g,0
25NW,8/20/2014,2,2,15,5,pasm,g,0
25NW,8/20/2014,2,3,28,2,bogr,g,0
25NW,8/20/2014,2,4,33,5,bogr,g,0
25NW,8/20/2014,2,5,37,8,pasm,g,0
25NW,8/20/2014,2,6,29,7,pasm,g,0
25NW,8/20/2014,2,7,18,5,bogr,g,0
25NW,8/20/2014,2,8,15,4,gusa,g,1
25NW,8/20/2014,2,9,17,1,bogr,g,0
25NW,8/20/2014,2,10,27,3,gusa,g,1
25NW,8/20/2014,2,11,24,12,pasm,g,0
25NW,8/20/2014,2,12,32,6,pasm,g,0
25NW,8/20/2014,2,13,24,1,bare,g,0
25NW,8/20/2014,2,14,34,4,pasm,g,0
25NW,8/20/2014,2,15,23,9,gusa,g,1
25NW,8/20/2014,2,16,21,3,vuoc,B,1
25NW,8/20/2014,2,17,13,4,vuoc,B,1
25NW,8/20/2014,2,18,21,7,bogr,g,0
25NW,8/20/2014,2,19,12,6,bogr,g,0
25NW,8/20/2014,2,20,3,2,bogr,g,0
25NW,8/20/2014,2,21,28,17,gusa,g,1
25NW,8/20/2014,2,22,5,2,bogr,g,0
25NW,8/20/2014,2,23,14,3,pasm,g,0
25NW,8/20/2014,2,24,30,13,pasm,g,0
25NW,8/20/2014,2,25,11,2,bogr,g,0
25NW,8/20/2014,3,1,14,4,bogr,g,0
25NW,8/20/2014,3,2,21,8,vuoc,b,1
25NW,8/20/2014,3,3,34,14,vuoc,b,1
25NW,8/20/2014,3,4,17,7,vuoc,b,1
25NW,8/20/2014,3,5,16,5,bogr,g,0
25NW,8/20/2014,3,6,14,4,bogr,g,0
25NW,8/20/2014,3,7,24,1,cael,g,0
25NW,8/20/2014,3,8,12,3,bogr,g,0
25NW,8/20/2014,3,9,18,7,bogr,g,0
25NW,8/20/2014,3,10,44,7,bogr,g,0
25NW,8/20/2014,3,11,34,18,pste,g,0
25NW,8/20/2014,3,12,23,7,pste,g,0
25NW,8/20/2014,3,13,25,9,crmi,g,0
25NW,8/20/2014,3,14,38,11,vuoc,b,1
25NW,8/20/2014,3,15,30,6,bogr,g,0
25NW,8/20/2014,3,16,32,5,thfi,g,0
25NW,8/20/2014,3,17,20,3,bogr,g,0
25NW,8/20/2014,3,18,29,11,vuoc,b,1
25NW,8/20/2014,3,19,27,6,bogr,g,0
25NW,8/20/2014,3,20,24,8,bogr,g,0
25NW,8/20/2014,3,21,34,6,bogr,g,0
25NW,8/20/2014,3,22,32,7,bogr,g,0
25NW,8/20/2014,3,23,13,7,bogr,g,0
25NW,8/20/2014,3,24,30,7,bogr,g,0
25NW,8/20/2014,3,25,24,10,bogr,g,0
25NW,8/20/2014,4,1,23,8,bogr,g,0
25NW,8/20/2014,4,2,27,4,bogr,g,0
25NW,8/20/2014,4,3,32,7,bogr,g,0
25NW,8/20/2014,4,4,22,12,thfi,g,0
25NW,8/20/2014,4,5,23,7,plpa,b,0
25NW,8/20/2014,4,6,14,2,plpa,b,0
25NW,8/20/2014,4,7,18,9,plpa,b,0
25NW,8/20/2014,4,8,22,7,bogr,g,0
25NW,8/20/2014,4,9,30,6,bogr,g,0
25NW,8/20/2014,4,10,40,4,bogr,g,0
25NW,8/20/2014,4,11,32,7,bogr,g,0
25NW,8/20/2014,4,12,18,10,thfi,g,0
25NW,8/20/2014,4,13,22,9,pasm,g,0
25NW,8/20/2014,4,14,1,1,bare,g,0
25NW,8/20/2014,4,15,12,1,bare,g,0
25NW,8/20/2014,4,16,37,14,pasm,g,0
25NW,8/20/2014,4,17,35,5,vuoc,b,1
25NW,8/20/2014,4,18,38,11,pasm,g,0
25NW,8/20/2014,4,19,26,2,bogr,g,0
25NW,8/20/2014,4,20,30,7,pasm,g,0
25NW,8/20/2014,4,21,27,12,vuoc,b,1
25NW,8/20/2014,4,22,25,6,crmi,b,0
25NW,8/20/2014,4,23,36,6,pasm,g,0
25NW,8/20/2014,4,24,38,21,pste,g,0
25NW,8/20/2014,4,25,14,6,vuoc,b,1
25NW,8/27/2014,1,1,23,3,bogr,g,0
25NW,8/27/2014,1,2,9,3,vuoc,g,1
25NW,8/27/2014,1,3,19,1,bogr,g,0
25NW,8/27/2014,1,4,9,1,bogr,g,0
25NW,8/27/2014,1,5,13,1,bogr,g,0
25NW,8/27/2014,1,6,16,3,vuoc,g,1
25NW,8/27/2014,1,7,5,2,bogr,g,0
25NW,8/27/2014,1,8,17,3,oppo,g,1
25NW,8/27/2014,1,9,7,3,bogr,g,0
25NW,8/27/2014,1,10,11,3,bogr,g,0
25NW,8/27/2014,1,11,23,2,bogr,g,0
25NW,8/27/2014,1,12,29,3,vuoc,g,1
25NW,8/27/2014,1,13,11,1,bogr,g,0
25NW,8/27/2014,1,14,25,1,bogr,g,0
25NW,8/27/2014,1,15,27,1,vuoc,g,1
25NW,8/27/2014,1,16,32,3,bogr,g,0
25NW,8/27/2014,1,17,25,1,bogr,g,0
25NW,8/27/2014,1,18,15,3,plpa,g,0
25NW,8/27/2014,1,19,6,1,bogr,g,0
25NW,8/27/2014,1,20,6,1,bogr,g,0
25NW,8/27/2014,1,21,16,2,bogr,g,0
25NW,8/27/2014,1,22,3,1,bogr,g,0
25NW,8/27/2014,1,23,22,2,bogr,g,0
25NW,8/27/2014,1,24,6,3,bogr,g,0
25NW,8/27/2014,1,25,18,2,bogr,g,0
25NW,8/27/2014,2,1,15,2,bogr,g,0
25NW,8/27/2014,2,2,30,2,bogr,g,0
25NW,8/27/2014,2,3,21,5,pasm,g,0
25NW,8/27/2014,2,4,22,7,pasm,g,0
25NW,8/27/2014,2,5,24,2,bogr,g,0
25NW,8/27/2014,2,6,17,3,bogr,g,0
25NW,8/27/2014,2,7,30,5,pasm,g,0
25NW,8/27/2014,2,8,21,4,arlo,g,1
25NW,8/27/2014,2,9,26,1,mata,g,0
25NW,8/27/2014,2,10,27,5,pasm,g,0
25NW,8/27/2014,2,11,16,12,gusa,g,1
25NW,8/27/2014,2,12,25,2,mata,g,0
25NW,8/27/2014,2,13,23,1,pasm,g,0
25NW,8/27/2014,2,14,44,9,gusa,g,1
25NW,8/27/2014,2,15,24,1,pasm,g,0
25NW,8/27/2014,2,16,27,3,pasm,g,0
25NW,8/27/2014,2,17,25,5,gusa,g,1
25NW,8/27/2014,2,18,21,2,gusa,g,1
25NW,8/27/2014,2,19,25,6,oppo,g,1
25NW,8/27/2014,2,20,18,1,arlo,g,1
25NW,8/27/2014,2,21,19,3,gusa,g,1
25NW,8/27/2014,2,22,6,1,bogr,g,0
25NW,8/27/2014,2,23,15,3,arlo,g,1
25NW,8/27/2014,2,24,20,4,bogr,g,0
25NW,8/27/2014,2,25,28,5,gusa,g,1
25NW,8/27/2014,3,1,28,3,arlo,g,1
25NW,8/27/2014,3,2,15,3,vuoc,g,1
25NW,8/27/2014,3,3,39,3,bogr,g,0
25NW,8/27/2014,3,4,25,1,bogr,g,0
25NW,8/27/2014,3,5,23,2,bogr,g,0
25NW,8/27/2014,3,6,31,2,bogr,g,0
25NW,8/27/2014,3,7,15,2,bogr,g,0
25NW,8/27/2014,3,8,27,3,bogr,g,0
25NW,8/27/2014,3,9,30,1,bogr,g,0
25NW,8/27/2014,3,10,24,3,vuoc,b,1
25NW,8/27/2014,3,11,11,2,vuoc,b,1
25NW,8/27/2014,3,12,15,2,bogr,g,0
25NW,8/27/2014,3,13,25,4,bogr,g,0
25NW,8/27/2014,3,14,15,3,bogr,g,0
25NW,8/27/2014,3,15,24,1,vuoc,g,1
25NW,8/27/2014,3,16,25,4,bogr,g,0
25NW,8/27/2014,3,17,26,4,bogr,g,0
25NW,8/27/2014,3,18,30,4,bogr,g,0
25NW,8/27/2014,3,19,11,3,vuoc,g,1
25NW,8/27/2014,3,20,36,1,bogr,g,0
25NW,8/27/2014,3,21,29,2,bogr,g,0
25NW,8/27/2014,3,22,31,3,bogr,g,0
25NW,8/27/2014,3,23,12,3,vuoc,b,1
25NW,8/27/2014,3,24,16,3,bogr,g,0
25NW,8/27/2014,3,25,17,1,bogr,g,0
25NW,8/27/2014,4,1,36,3,bogr,g,0
25NW,8/27/2014,4,2,34,3,bogr,g,0
25NW,8/27/2014,4,3,7,2,bogr,g,0
25NW,8/27/2014,4,4,16,1,bogr,g,0
25NW,8/27/2014,4,5,15,4,pste,g,0
25NW,8/27/2014,4,6,26,1,bogr,g,0
25NW,8/27/2014,4,7,41,2,pasm,g,0
25NW,8/27/2014,4,8,13,1,bogr,g,0
25NW,8/27/2014,4,9,26,3,bogr,g,0
25NW,8/27/2014,4,10,20,2,bogr,g,0
25NW,8/27/2014,4,11,22,4,arlo,g,1
25NW,8/27/2014,4,12,21,5,vuoc,g,1
25NW,8/27/2014,4,13,21,4,bogr,g,0
25NW,8/27/2014,4,14,25,3,pste,g,0
25NW,8/27/2014,4,15,31,3,bogr,g,0
25NW,8/27/2014,4,16,22,5,bogr,g,0
25NW,8/27/2014,4,17,31,3,bogr,g,0
25NW,8/27/2014,4,18,23,2,vuoc,g,1
25NW,8/27/2014,4,19,27,1,pasm,g,0
25NW,8/27/2014,4,20,13,2,bogr,g,0
25NW,8/27/2014,4,21,21,1,pasm,g,0
25NW,8/27/2014,4,22,31,1,spco,g,0
25NW,8/27/2014,4,23,34,3,pasm,g,0
25NW,8/27/2014,4,24,39,8,pasm,g,0
25NW,8/27/2014,4,25,36,3,bogr,g,0
25NW,9/2/2014,1,1,11,2,bogr,g,0
25NW,9/2/2014,1,2,24,3,bogr,g,0
25NW,9/2/2014,1,3,9,1,trdu,g,0
25NW,9/2/2014,1,4,19,1,bogr,g,0
25NW,9/2/2014,1,5,14,2,bogr,g,0
25NW,9/2/2014,1,6,15,2,bogr,g,0
25NW,9/2/2014,1,7,29,2,bogr,g,0
25NW,9/2/2014,1,8,19,2,bogr,g,0
25NW,9/2/2014,1,9,24,2,bogr,g,0
25NW,9/2/2014,1,10,10,3,bogr,g,0
25NW,9/2/2014,1,11,30,3,bogr,g,0
25NW,9/2/2014,1,12,26,1,bogr,g,0
25NW,9/2/2014,1,13,4,2,bogr,g,0
25NW,9/2/2014,1,14,5,3,bogr,g,0
25NW,9/2/2014,1,15,9,1,bogr,g,0
25NW,9/2/2014,1,16,6,1,bogr,g,0
25NW,9/2/2014,1,17,27,3,bogr,g,0
25NW,9/2/2014,1,18,25,3,bogr,g,0
25NW,9/2/2014,1,19,20,1,bogr,g,0
25NW,9/2/2014,1,20,29,2,bogr,g,0
25NW,9/2/2014,1,21,23,1,bogr,g,0
25NW,9/2/2014,1,22,8,1,bogr,g,0
25NW,9/2/2014,1,23,11,3,bogr,g,0
25NW,9/2/2014,1,24,11,2,bogr,g,0
25NW,9/2/2014,1,25,10,2,bogr,g,0
25NW,9/2/2014,2,1,32,3,bogr,g,0
25NW,9/2/2014,2,2,33,1,bogr,g,0
25NW,9/2/2014,2,3,14,3,bogr,g,0
25NW,9/2/2014,2,4,31,5,pasm,g,0
25NW,9/2/2014,2,5,28,5,pasm,g,0
25NW,9/2/2014,2,6,36,7,mata,g,0
25NW,9/2/2014,2,7,15,1,vuoc,g,1
25NW,9/2/2014,2,8,15,3,bogr,g,0
25NW,9/2/2014,2,9,6,1,gusa,g,1
25NW,9/2/2014,2,10,15,5,bogr,g,0
25NW,9/2/2014,2,11,25,1,bogr,g,0
25NW,9/2/2014,2,12,16,1,pasm,g,0
25NW,9/2/2014,2,13,24,1,arlo,g,1
25NW,9/2/2014,2,14,20,4,pasm,g,0
25NW,9/2/2014,2,15,19,3,gusa,g,1
25NW,9/2/2014,2,16,17,5,gusa,g,1
25NW,9/2/2014,2,17,25,4,gusa,g,1
25NW,9/2/2014,2,18,15,5,bogr,g,0
25NW,9/2/2014,2,19,17,2,bogr,g,0
25NW,9/2/2014,2,20,19,3,bogr,g,0
25NW,9/2/2014,2,21,17,1,bogr,g,0
25NW,9/2/2014,2,22,23,1,bogr,g,0
25NW,9/2/2014,2,23,32,6,pasm,g,0
25NW,9/2/2014,2,24,16,2,pasm,g,0
25NW,9/2/2014,2,25,27,1,oppo,g,1
25NW,9/2/2014,3,1,8,1,bogr,g,0
25NW,9/2/2014,3,2,16,1,cael,g,0
25NW,9/2/2014,3,3,8,4,bogr,g,0
25NW,9/2/2014,3,4,26,1,bogr,g,0
25NW,9/2/2014,3,5,28,2,bogr,g,0
25NW,9/2/2014,3,6,23,2,bogr,g,0
25NW,9/2/2014,3,7,12,1,crmi,g,0
25NW,9/2/2014,3,8,22,1,bogr,g,0
25NW,9/2/2014,3,9,6,3,bogr,g,0
25NW,9/2/2014,3,10,25,4,vuoc,g,1
25NW,9/2/2014,3,11,16,3,pste,g,0
25NW,9/2/2014,3,12,35,5,bogr,g,0
25NW,9/2/2014,3,13,21,3,vuoc,g,1
25NW,9/2/2014,3,14,19,2,bogr,g,0
25NW,9/2/2014,3,15,23,4,bogr,g,0
25NW,9/2/2014,3,16,28,1,bogr,g,0
25NW,9/2/2014,3,17,21,3,bogr,g,0
25NW,9/2/2014,3,18,29,3,crmi,g,0
25NW,9/2/2014,3,19,13,1,bogr,g,0
25NW,9/2/2014,3,20,26,3,vuoc,g,1
25NW,9/2/2014,3,21,21,2,bogr,g,0
25NW,9/2/2014,3,22,19,2,bogr,g,0
25NW,9/2/2014,3,23,16,1,bogr,g,0
25NW,9/2/2014,3,24,11,2,bogr,g,0
25NW,9/2/2014,3,25,31,3,bogr,g,0
25NW,9/2/2014,4,1,36,5,eref,g,1
25NW,9/2/2014,4,2,5,1,bogr,g,0
25NW,9/2/2014,4,3,6,2,eref,g,1
25NW,9/2/2014,4,4,19,1,bogr,g,0
25NW,9/2/2014,4,5,11,3,bogr,g,0
25NW,9/2/2014,4,6,9,3,bogr,g,0
25NW,9/2/2014,4,7,7,3,bogr,g,0
25NW,9/2/2014,4,8,6,2,bogr,g,0
25NW,9/2/2014,4,9,22,3,bogr,g,0
25NW,9/2/2014,4,10,11,4,plpa,g,0
25NW,9/2/2014,4,11,22,5,cael,g,0
25NW,9/2/2014,4,12,35,3,pasm,g,0
25NW,9/2/2014,4,13,25,3,vuoc,g,1
25NW,9/2/2014,4,14,22,4,bogr,g,0
25NW,9/2/2014,4,15,21,1,bogr,g,0
25NW,9/2/2014,4,16,28,4,pasm,g,0
25NW,9/2/2014,4,17,16,2,bogr,g,0
25NW,9/2/2014,4,18,9,1,vuoc,g,1
25NW,9/2/2014,4,19,37,3,pasm,g,0
25NW,9/2/2014,4,20,31,6,oppo,g,1
25NW,9/2/2014,4,21,10,1,bogr,g,0
25NW,9/2/2014,4,22,12,2,bogr,g,0
25NW,9/2/2014,4,23,24,1,pasm,g,0
25NW,9/2/2014,4,24,21,3,bogr,g,0
25NW,9/2/2014,4,25,7,3,bogr,g,0
25NW,9/9/2014,1,1,21,1,vuoc,g,1
25NW,9/9/2014,1,2,12,1,bogr,g,0
25NW,9/9/2014,1,3,11,1,bogr,g,0
25NW,9/9/2014,1,4,10,2,bogr,g,0
25NW,9/9/2014,1,5,11,1,bogr,g,0
25NW,9/9/2014,1,6,9,2,bogr,g,0
25NW,9/9/2014,1,7,7,1,vuoc,b,1
25NW,9/9/2014,1,8,7,1,bogr,g,0
25NW,9/9/2014,1,9,12,1,bogr,g,0
25NW,9/9/2014,1,10,3,1,bogr,g,0
25NW,9/9/2014,1,11,13,2,bogr,g,0
25NW,9/9/2014,1,12,18,2,bogr,g,0
25NW,9/9/2014,1,13,22,2,bogr,g,0
25NW,9/9/2014,1,14,4,2,bogr,g,0
25NW,9/9/2014,1,15,6,1,bogr,g,0
